start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Der	Der	der	ART	ART.Def.Nom.Sg.Masc	16|19	det	1	-	yes	0	direct.speech.5	-	-	-	-
4	11	Kutscher	Kutscher	Kutscher	NN	N.Reg.Nom.Sg.Masc	16|19	subj	4	-	no	0	direct.speech.5	-	-	-	-
13	18	dieses	dieses	dieser	PDAT	PRO.Dem.Attr.-.Gen.Sg.Masc	16|19	det	3	-	no	0	direct.speech.5	-	-	-	-
20	25	Mannes	Mannes	Mann	NN	N.Reg.Gen.Sg.Masc	16|19	gmod	1	-	no	0	direct.speech.5	-	-	-	-
27	29	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	4	-	no	0	direct.speech.5	-	-	-	-
31	35	eines	eines	ein	ART	ART.Indef.Gen.Sg.Masc	-	det	7	-	no	0	direct.speech.5	-	-	-	-
37	43	solchen	solchen	solcher	PIAT	PRO.Indef.Attr.-.Gen.Sg.Masc	-	attr	7	-	no	0	direct.speech.5	-	-	-	-
45	49	Herrn	Herrn	Herr	NN	N.Reg.Gen.Sg.Masc	-	objg	4	-	no	0	direct.speech.5	-	-	-	-
51	56	würdig	würdig	würdig	ADJD	ADJD.Pos	-	pred	4	-	no	0	direct.speech.5	-	-	-	-
58	58	;	;	--	$.	SYM.Pun.Sent	-	root	9	-	no	0	direct.speech.5	-	-	-	-
60	66	während	während	während	APPR	CONJ.SubFin.-	-	konj	13	-	no	0	direct.speech.5	-	-	-	-
68	70	die	die	der	ART	ART.Def.Nom.Pl.Neut	-	det	12	-	no	0	direct.speech.5	-	-	-	-
72	76	Opfer	Opfer	Opfer	NN	N.Reg.Nom.Pl.Neut	-	subj	13	-	no	0	direct.speech.5	-	-	-	-
78	87	einstiegen	einstiegen	einstiegen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	neb	15	-	no	0	direct.speech.5	-	-	-	-
89	89	,	,	--	$,	SYM.Pun.Comma	-	root	14	-	no	0	direct.speech.5	-	-	-	-
91	96	machte	machte	machen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	15	-	no	0	direct.speech.5	-	-	-	-
98	99	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|1|2|3|19	subj	15	-	no	0	direct.speech.5	-	-	-	-
101	112	Kreuzsprünge	Kreuzsprünge	Kreuzsprung	NN	N.Reg.Acc.Pl.Masc	-	obja	15	-	no	0	direct.speech.5	-	-	-	-
114	116	und	und	und	KON	CONJ.Coord.-	-	kon	15	-	no	0	direct.speech.5	-	-	-	-
118	121	sein	sein	sein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	0|1|2|3|16	det	20	-	no	0	direct.speech.5	-	-	-	-
123	128	Costüm	Kostüm	Kostüm	NN	N.Reg.Acc.Sg.Neut	-	subj	21	-	no	0	direct.speech.5	-	-	-	-
