start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Die	Die	der	ART	ART.Def.Nom.Sg.Fem	-	det	1	-	yes	0	reported.thought.1	-	-	-	-
4	13	Erinnerung	Erinnerung	Erinnerung	NN	N.Reg.Nom.Sg.Fem	-	subj	10	-	no	0	reported.thought.1	-	-	intexpr.1	-
15	16	an	an	an	APPR	APPR.An	-	pp	1	-	no	0	reported.thought.1	-	-	-	-
18	20	das	das	der	ART	ART.Def.Acc.Sg.Neut	-	det	5	-	no	0	reported.thought.1	-	-	-	-
22	34	freiherrliche	freiherrliche	freiherrlich	ADJA	ADJA.Pos.Acc.Sg.Neut	-	attr	5	-	no	0	reported.thought.1	-	-	-	-
36	41	Schloß	Schloß	Schloß	NN	N.Reg.Acc.Sg.Neut	-	pn	2	-	no	0	reported.thought.1	-	-	-	-
43	45	und	und	und	KON	CONJ.Coord.-	-	kon	5	-	no	0	reported.thought.1	-	-	-	-
47	49	die	die	der	ART	ART.Def.Acc.Pl.Masc	-	det	9	-	no	0	reported.thought.1	-	-	-	-
51	60	mürrischen	mürrischen	mürrisch	ADJA	ADJA.Pos.Acc.Pl.Masc	-	attr	9	-	no	0	reported.thought.1	-	-	-	-
62	75	Ahnengesichter	Ahnengesichter	Ahnengesichter	NN	N.Reg.Acc.Pl.Masc	-	cj	6	-	no	0	reported.thought.1	-	-	-	-
77	79	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	10	-	no	0	reported.thought.1	-	-	-	-
81	83	ihr	ihr	ihr	PPER	PRO.Pers.Subst.3.Dat.Sg.Fem	26	objd	13	-	no	0	reported.thought.1	-	speaker.1	-	-
85	92	lebendig	lebendig	lebendig	ADJD	ADJD.Pos	-	pred	13	-	no	0	reported.thought.1	-	-	-	-
94	102	geblieben	geblieben	bleiben	VVPP	VPP.Full.Psp	-	aux	10	-	no	0	reported.thought.1	-	-	-	-
104	106	und	und	und	KON	CONJ.Coord.-	-	root	14	-	no	0	-	-	-	-	-
108	117	verknüpfte	verknüpfte	verknüpfen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	15	-	no	0	reported.thought.2	-	-	intexpr.2	-
119	122	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	-	obja	15	-	no	0	reported.thought.2	-	-	-	-
124	126	ihr	ihr	ihr	PPER	PRO.Pers.Subst.3.Dat.Sg.Fem	-	subj	15	-	no	0	reported.thought.2	-	speaker.2	-	-
128	130	mit	mit	mit	APPR	APPR.Dat	-	pp	17	-	no	0	reported.thought.2	-	-	-	-
132	134	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	24|33|581	det	20	-	no	0	reported.thought.2	-	-	-	-
136	140	Namen	Namen	Name	NN	N.Reg.Dat.Sg.Masc	24|33|581	pn	18	-	no	0	reported.thought.2	-	-	-	-
142	149	Posthuma	Posthuma	Posthuma	NE	N.Name.Nom.Sg.Neut	24|33|581	app	20	yes	no	0	reported.thought.2	-	-	-	-
151	151	,	,	--	$,	SYM.Pun.Comma	-	root	22	-	no	0	-	-	-	-	-
153	155	bei	bei	bei	APPR	APPR.Dat	-	pp	30	-	no	0	-	frame.3	-	-	-
157	162	dessen	dessen	der	PRELAT	PRO.Rel.Attr.-.Gen.Sg.Masc	19|20|21|33|581	det	25	-	no	0	-	frame.3	-	-	-
164	168	Klang	Klang	Klang	NN	N.Reg.Acc.Sg.Masc	-	pn	23	-	no	0	-	frame.3	-	-	-
170	172	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	11	subj	30	-	no	0	-	frame.3	speaker.3	-	-
174	177	eine	eine	ein	ART	ART.Indef.Acc.Sg.Fem	-	det	29	-	no	0	-	frame.3	-	-	-
179	187	heimliche	heimliche	heimlich	ADJA	ADJA.Pos.Acc.Sg.Fem	-	attr	29	-	no	0	-	frame.3	-	-	-
189	198	Empfindung	Empfindung	Empfindung	NN	N.Reg.Acc.Sg.Fem	-	obja	30	-	no	0	-	frame.3	-	intexpr.3	-
200	204	hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	-	rel	21	-	no	0	-	frame.3	-	-	-
206	206	,	,	--	$,	SYM.Pun.Comma	-	root	31	-	no	0	-	frame.3	-	-	-
208	210	daß	daß	daß	KOUS	CONJ.SubFin.-	-	konj	40	-	no	0	indirect.thought.3	-	-	-	-
212	213	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	19|20|21|24|581	subj	40	-	no	0	indirect.thought.3	-	-	-	-
215	218	doch	doch	doch	ADV	ADV	-	adv	40	-	no	0	indirect.thought.3	-	-	-	-
220	223	eine	eine	ein	ART	ART.Indef.Acc.Sg.Fem	-	det	37	-	no	0	indirect.thought.3	-	-	-	-
225	230	andere	andere	anderer	ADJA	ADJA.Pos.Acc.Sg.Fem	-	attr	37	-	no	0	indirect.thought.3	-	-	-	-
232	240	Bedeutung	Bedeutung	Bedeutung	NN	N.Reg.Acc.Sg.Fem	-	obja	40	-	no	0	indirect.thought.3	-	-	-	-
242	244	und	und	und	KON	CONJ.Coord.-	-	kon	37	-	no	0	indirect.thought.3	-	-	-	-
246	252	Zukunft	Zukunft	Zukunft	NN	N.Reg.Acc.Sg.Fem	-	cj	38	-	no	0	indirect.thought.3	-	-	-	-
254	260	besitze	besitze	besitzen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	-	objc	20	-	no	0	indirect.thought.3	-	-	-	-
262	262	,	,	--	$,	SYM.Pun.Comma	-	root	41	-	no	0	indirect.thought.3	-	-	-	-
264	266	als	als	als	KOUS	APPR.Als	-	konj	61	-	no	0	indirect.thought.3	-	-	-	-
