start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	3	Noch	Noch	noch	ADV	ADV	-	adv	1	-	yes	0	-	-	-	-	-
5	9	eines	eines	ein	ART	PRO.Indef.Subst.-.Nom.Sg.Neut	-	root	1	-	no	0	-	-	-	-	-
11	13	von	von	von	APPR	APPR.Dat	-	pp	1	-	no	0	-	-	-	-	-
15	17	den	den	der	ART	ART.Def.Dat.Pl.Fem	-	det	4	-	no	0	-	-	-	-	-
19	24	lieben	lieben	lieben	ADJA	ADJA.Pos.Dat.Pl.Fem	-	pn	2	-	no	0	-	-	-	-	-
26	26	,	,	--	$,	SYM.Pun.Comma	-	root	5	-	no	0	-	-	-	-	-
28	32	guten	guten	gut	ADJA	ADJA.Pos.Dat.Pl.Fem	-	kon	4	-	no	0	-	-	-	-	-
34	34	,	,	--	$,	SYM.Pun.Comma	-	root	7	-	no	0	-	-	-	-	-
36	42	schönen	schönen	schön	ADJA	ADJA.Pos.Dat.Pl.Fem	-	root	8	-	no	0	-	-	-	-	-
44	46	mit	mit	mit	APPR	APPR.Dat	-	pp	8	-	no	0	-	-	-	-	-
48	53	dicken	dicken	dick	ADJA	ADJA.Pos.Dat.Pl.Fem	-	attr	11	-	no	0	-	-	-	-	-
55	60	Mauern	Mauern	Mauer	NN	N.Reg.Dat.Pl.Fem	-	pn	9	-	no	0	-	-	-	-	-
62	62	,	,	--	$,	SYM.Pun.Comma	-	root	12	-	no	0	-	-	-	-	-
64	72	gehörigen	gehörigen	gehörig	ADJA	ADJA.Pos.Dat.Pl.Fem	-	attr	14	-	no	0	-	-	-	-	-
74	92	Fenstervertiefungen	Fenstervertiefungen	Fenstervertiefung	NN	N.Reg.Dat.Pl.Fem	-	kon	11	-	no	0	-	-	-	-	-
94	94	,	,	--	$,	SYM.Pun.Comma	-	root	15	-	no	0	-	-	-	-	-
96	103	schweren	schweren	schwer	ADJA	ADJA.Pos.Dat.Pl.Fem	-	attr	17	-	no	0	-	-	-	-	-
105	115	Doppeltüren	Doppeltüren	Doppeltür	NN	N.Reg.Dat.Pl.Fem	-	kon	14	-	no	0	-	-	-	-	-
117	117	,	,	--	$,	SYM.Pun.Comma	-	root	18	-	no	0	-	-	-	-	-
119	123	hohen	hohen	hoch	ADJA	ADJA.Pos.Dat.Pl.Neut	-	attr	20	-	no	0	-	-	-	-	-
125	131	Zimmern	Zimmern	Zimmer	NN	N.Reg.Dat.Pl.Neut	-	kon	17	-	no	0	-	-	-	-	-
133	133	,	,	--	$,	SYM.Pun.Comma	-	root	21	-	no	0	-	-	-	-	-
135	137	ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	27	det	24	-	no	0	-	-	-	-	-
139	145	famoses	famoses	famos	ADJA	ADJA.Pos.Nom.Sg.Neut	27	attr	24	-	no	0	-	-	-	-	-
147	150	Haus	Haus	Haus	NN	N.Reg.Nom.Sg.Neut	27	obja	8	-	no	0	-	-	-	-	-
152	152	,	,	--	$,	SYM.Pun.Comma	-	root	25	-	no	0	-	-	-	-	-
154	155	in	in	in	APPR	APPR.In	-	root	26	-	no	0	reported.speech.16.nonfact	-	-	-	-
157	159	dem	dem	der	PRELS	PRO.Rel.Subst.-.Dat.Sg.Neut	22|23|24	pn	26	-	no	0	reported.speech.16.nonfact	-	-	-	-
161	167	niemand	niemand	niemand	PIS	PRO.Indef.Subst.-.Nom.Sg.Masc	-	root	28	-	no	0	reported.speech.16.nonfact	-	speaker.16_1	-	-
169	169	»	&quot;	&quot;	$(	CARD	-	root	29	-	no	0	reported.speech.16.nonfact|direct.speech.1.nonfact	-	-	-	-
171	174	Helf	Helfe	Helfe	NN	N.Reg.Nom.Pl.Masc	-	root	30	-	no	0	reported.speech.16.nonfact|direct.speech.1.nonfact	-	-	-	-
176	179	Gott	Gott	Gott	NN	N.Reg.Nom.Sg.Masc	-	app	30	-	no	0	reported.speech.16.nonfact|direct.speech.1.nonfact	-	-	-	-
181	181	!	!	--	$.	SYM.Pun.Sent	-	root	32	-	no	0	reported.speech.16.nonfact|direct.speech.1.nonfact	-	-	-	-
183	183	«	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	-	root	33	-	no	0	reported.speech.16.nonfact|direct.speech.1.nonfact	-	-	-	-
185	186	zu	zu	zu	PTKZU	PART.Zu	-	part	35	-	no	0	reported.speech.16.nonfact	-	-	-	-
188	192	sagen	sagen	sagen	VVINF	VINF.Full.-	-	obji	36	-	no	0	reported.speech.16.nonfact	-	-	intexpr.16	-
194	201	brauchte	brauchte	brauchen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	36	-	no	0	reported.speech.16.nonfact	-	-	-	-
203	203	,	,	--	$,	SYM.Pun.Comma	-	root	37	-	no	0	-	-	-	-	-
205	208	wenn	wenn	wenn	KOUS	CONJ.SubFin.-	-	konj	41	-	no	0	-	-	-	-	-
