start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	11|25|37	subj	1	-	yes	0	-	-	-	-	-
4	9	gingen	gingen	gehen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	root	1	-	no	0	-	-	-	-	-
11	17	ziellos	ziellos	ziellos	ADJD	ADJD.Pos	-	adv	1	-	no	0	-	-	-	-	-
19	22	über	über	über	APPR	APPR.über	-	objp	1	-	no	0	-	-	-	-	-
24	26	die	die	der	ART	ART.Def.Acc.Pl.Masc	-	det	5	-	no	0	-	-	-	-	-
28	36	Korridore	Korridore	Korridore	NN	N.Reg.Acc.Pl.Masc	-	pn	3	-	no	0	-	-	-	-	-
38	38	,	,	--	$,	SYM.Pun.Comma	-	root	6	-	no	0	-	-	-	-	-
40	47	treppauf	treppauf	treppauf	ADV	ADV	-	kon	3	-	no	0	-	-	-	-	-
49	51	und	und	und	KON	CONJ.Coord.-	-	kon	7	-	no	0	-	-	-	-	-
53	59	treppab	treppab	treppab	ADV	ADV	-	cj	8	-	no	0	-	-	-	-	-
61	61	,	,	--	$,	SYM.Pun.Comma	-	root	10	-	no	0	-	-	-	-	-
63	65	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	0|25|37	subj	12	-	no	0	-	-	-	-	-
67	71	sahen	sahen	sehen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	kon	1	-	no	0	-	-	-	-	-
73	77	viele	viele	vieler	PIAT	PRO.Indef.Attr.-.Acc.Pl.*	-	det	14	-	no	0	-	-	-	-	-
79	83	Leute	Leute	Leute	NN	N.Reg.Acc.Pl.*	-	obja	12	-	no	0	-	-	-	-	-
85	86	in	in	in	APPR	APPR.In	-	root	15	-	no	0	-	-	-	-	-
88	96	Gerichts-	Gerichts-	Gericht	TRUNC	TRUNC.Noun	-	root	16	-	no	0	-	-	-	-	-
98	98	,	,	--	$,	SYM.Pun.Comma	-	root	17	-	no	0	-	-	-	-	-
100	109	Lehrer-und	Lehrerund	Lehrerund	NN	N.Reg.Nom.Sg.Masc	-	root	18	-	no	0	-	-	-	-	-
111	137	Domänenverwaltungsuniformen	Domänenverwaltungsuniformen	Domänenverwaltungsuniform	NN	N.Reg.Acc.Pl.Fem	-	app	18	-	no	0	-	-	-	-	-
139	139	,	,	--	$,	SYM.Pun.Comma	-	root	20	-	no	0	-	-	-	-	-
141	149	sämtliche	sämtliche	sämtlichen	PIAT	PRO.Indef.Attr.-.Acc.Pl.Fem	-	app	19	-	no	0	-	-	-	-	-
151	153	mit	mit	mit	APPR	APPR.Dat	-	pp	21	-	no	0	-	-	-	-	-
155	163	Abzeichen	Abzeichen	Abzeichen	NN	N.Reg.Dat.Pl.Neut	-	pn	22	-	no	0	-	-	-	-	-
165	165	;	;	--	$.	SYM.Pun.Sent	-	root	24	-	no	0	-	-	-	-	-
167	169	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	0|11|37	subj	26	-	no	0	-	-	-	-	-
171	175	sahen	sahen	sehen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	root	26	-	no	0	-	-	-	-	-
177	181	Damen	Damen	Dame	NN	N.Reg.Acc.Pl.Fem	-	obja	26	-	no	0	-	-	-	-	-
183	183	,	,	--	$,	SYM.Pun.Comma	-	root	28	-	no	0	-	-	-	-	-
185	189	Pelze	Pelze	Pelz	NN	N.Reg.Acc.Pl.Masc	-	app	27	-	no	0	-	-	-	-	-
191	192	in	in	in	APPR	APPR.In	-	pp	29	-	no	0	-	-	-	-	-
194	196	den	den	der	ART	ART.Def.Dat.Pl.Fem	-	det	32	-	no	0	-	-	-	-	-
198	207	Garderoben	Garderoben	Garderobe	NN	N.Reg.Dat.Pl.Fem	-	pn	30	-	no	0	-	-	-	-	-
209	209	;	;	--	$.	SYM.Pun.Sent	-	root	33	-	no	0	-	-	-	-	-
211	213	der	der	der	ART	ART.Def.Nom.Sg.Masc	-	det	35	-	no	0	-	-	-	-	-
215	221	Zugwind	Zugwind	Zugwind	NN	N.Reg.Nom.Sg.Masc	-	subj	36	-	no	0	-	-	-	-	-
223	229	hauchte	hauchte	anhauchen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	36	-	no	0	-	-	-	-	-
231	233	sie	sie	sie	PPER	PRO.Pers.Subst.3.Acc.Sg.Fem	0|11|25	obja	36	-	no	0	-	-	-	-	-
235	237	mit	mit	mit	APPR	APPR.Dat	-	pp	36	-	no	0	-	-	-	-	-
239	253	Zigarettendunst	Zigarettendunst	Zigarettendunst	NN	N.Reg.Dat.Sg.Masc	-	pn	38	-	no	0	-	-	-	-	-
255	256	an	an	an	PTKVZ	PART.Verb	-	avz	36	-	no	0	-	-	-	-	-
258	258	.	.	--	$.	SYM.Pun.Sent	-	root	41	-	no	0	-	-	-	-	-
260	262	Und	Und	und	KON	CONJ.Coord.-	-	root	42	-	yes	1	-	frame.1	-	-	-
264	268	Gurow	Gurow	Gurow	NE	N.Name.Nom.Sg.Masc	295|301|306|333|495|510|511|528|588|590|605	cj	42	yes	no	1	-	frame.1	speaker.1	-	-
270	270	,	,	--	$,	SYM.Pun.Comma	-	root	44	-	no	1	-	frame.1	-	-	-
272	274	der	der	der	ART	PRO.Rel.Subst.-.Nom.Sg.Masc	69|74|97	det	47	-	no	1	-	frame.1	-	-	-
276	283	heftiges	heftiges	heftig	ADJA	ADJA.Pos.Acc.Sg.Neut	69|74|97	attr	47	-	no	1	-	frame.1	-	-	-
285	295	Herzklopfen	Herzklopfen	Herzklopfen	NN	N.Reg.Acc.Sg.Neut	69|74|97	subj	48	-	no	1	-	frame.1	-	-	-
297	301	hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	-	root	48	-	no	1	-	frame.1	-	-	-
303	303	,	,	--	$,	SYM.Pun.Comma	-	root	49	-	no	1	-	frame.1	-	-	-
305	310	dachte	:	--	$.	SYM.Pun.Colon	-	kon	48	-	no	1	-	frame.1	-	intexpr.1	-
312	312	:	:	--	$.	SYM.Pun.Colon	-	root	51	-	no	1	-	frame.1	-	-	-
314	314	»	&quot;	&quot;	$(	CARD	-	root	52	-	yes	2	direct.thought.1	-	-	-	-
316	319	Mein	Mein	Mein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	-	det	54	-	no	2	direct.thought.1	-	-	-	-
321	324	Gott	Gott	Gott	NN	N.Reg.Nom.Sg.Masc	-	root	54	-	no	2	direct.thought.1	-	-	-	-
326	326	!	!	--	$.	SYM.Pun.Sent	-	root	55	-	no	2	direct.thought.1	-	-	-	-
328	331	Wozu	Wozu	wozu	PWAV	PROADV.Inter	-	root	56	-	yes	3	direct.thought.1	-	-	-	-
333	337	diese	diese	dieser	PDAT	PRO.Dem.Attr.-.Nom.Pl.Masc	98	det	58	-	no	3	direct.thought.1	-	-	-	-
339	346	Menschen	Menschen	Mensch	NN	N.Reg.Nom.Pl.Masc	98	root	58	-	no	3	direct.thought.1	-	-	-	-
348	348	,	,	--	$,	SYM.Pun.Comma	-	root	59	-	no	3	direct.thought.1	-	-	-	-
350	353	wozu	wozu	wozu	PWAV	PROADV.Inter	-	root	60	-	no	3	direct.thought.1	-	-	-	-
355	360	dieses	dieses	dieser	PDAT	PRO.Dem.Attr.-.Acc.Sg.Neut	-	det	62	-	no	3	direct.thought.1	-	-	-	-
362	370	Orchester	Orchester	Orchester	NN	N.Reg.Acc.Sg.Neut	-	root	62	-	no	3	direct.thought.1	-	-	-	-
372	374	...	...	--	$(	SYM.Pun.Cont	-	root	63	-	no	3	direct.thought.1	-	-	-	-
376	376	«	&quot;	&quot;	$(	N.Reg.Acc.Sg.Neut	-	root	64	-	no	3	direct.thought.1	-	-	-	-
378	379	In	In	in	APPR	APPR.In	-	pp	68	-	yes	4	-	frame.2	-	-	-
381	386	diesem	diesem	dieser	PDAT	PRO.Dem.Attr.-.Dat.Sg.Masc	-	det	67	-	no	4	-	frame.2	-	-	-
388	397	Augenblick	Augenblick	Augenblick	NN	N.Reg.Dat.Sg.Masc	-	pn	65	-	no	4	-	frame.2	-	-	-
399	402	fiel	fiel	einfallen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	68	-	no	4	-	frame.2	-	intexpr.2	-
404	406	ihm	ihm	ihm	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	45|46|47|74|97	objd	68	-	no	4	-	frame.2	speaker.2	-	-
408	416	plötzlich	plötzlich	plötzlich	ADJD	ADJD.Pos	-	adv	68	-	no	4	-	frame.2	-	-	-
418	420	ein	ein	ein	PTKVZ	PART.Verb	-	avz	68	-	no	4	-	frame.2	-	intexpr.2	-
422	422	,	,	--	$,	SYM.Pun.Comma	-	root	72	-	no	4	-	frame.2	-	-	-
424	426	wie	wie	wie	PWAV	PROADV.Inter	-	adv	87	-	no	4	indirect.thought.2	frame.3	-	-	-
428	429	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	45|46|47|69|97	subj	88	-	no	4	indirect.thought.2	frame.3	speaker.3	-	-
