start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	10	Mitternacht	Mitternacht	Mitternacht	NN	N.Reg.Nom.Sg.Fem	-	subj	1	-	yes	0	-	-	-	-	-
12	14	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	1	-	no	0	-	-	-	-	-
16	20	schon	schon	schon	ADV	ADV	-	adv	1	-	no	0	-	-	-	-	-
22	28	vorüber	vorüber	vorüber	PTKVZ	ADV	-	pred	1	-	no	0	-	-	-	-	-
30	30	,	,	--	$,	SYM.Pun.Comma	-	root	4	-	no	0	-	-	-	-	-
32	34	als	als	als	KOUS	CONJ.SubFin.-	-	konj	12	-	no	0	-	-	-	-	-
36	38	die	die	der	ART	ART.Def.Nom.Sg.Fem	525|526	det	8	-	no	0	-	-	-	-	-
40	49	mutwillige	mutwillige	mutwillig	ADJA	ADJA.Pos.Nom.Sg.Fem	525|526	attr	8	-	no	0	-	-	-	-	-
51	55	Schar	Schar	Schar	NN	N.Reg.Nom.Sg.Fem	525|526	subj	12	-	no	0	-	-	-	-	-
57	59	bei	bei	bei	APPR	APPR.Dat	-	pp	12	-	no	0	-	-	-	-	-
61	63	der	der	der	ART	ART.Def.Dat.Sg.Fem	-	det	11	-	no	0	-	-	-	-	-
65	70	Manegg	Manege	Manege	NN	N.Reg.Dat.Sg.Fem	-	pn	9	-	no	0	-	-	-	-	-
72	79	anlangte	anlangte	anlangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	neb	1	-	no	0	-	-	-	-	-
81	81	.	.	--	$.	SYM.Pun.Sent	-	root	13	-	no	0	-	-	-	-	-
83	95	Trommelschlag	Trommelschlag	Trommelschlag	NN	N.Reg.Nom.Sg.Masc	-	subj	19	-	yes	1	-	-	-	-	-
97	97	,	,	--	$,	SYM.Pun.Comma	-	root	15	-	no	1	-	-	-	-	-
99	102	Lärm	Lärm	Lärm	NN	N.Reg.Nom.Sg.Masc	-	kon	14	-	no	1	-	-	-	-	-
104	106	und	und	und	KON	CONJ.Coord.-	-	kon	16	-	no	1	-	-	-	-	-
