start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	8	Diesesmal	Diesmal	diesmal	ADV	ADV	-	subj	2	-	yes	0	-	-	-	-	-
10	13	aber	aber	aber	ADV	ADV	-	adv	0	-	no	0	-	-	-	-	-
15	17	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	2	-	no	0	-	-	-	-	-
19	25	draußen	draußen	draußen	ADV	ADV	-	adv	2	-	no	0	-	-	-	-	-
27	32	grauer	grauer	grau	ADJA	ADJA.Pos.Nom.Sg.Masc	-	attr	5	-	no	0	-	-	-	-	-
34	39	Himmel	Himmel	Himmel	NN	N.Reg.Nom.Sg.Masc	-	pred	2	-	no	0	-	-	-	-	-
41	43	und	und	und	KON	CONJ.Coord.-	-	root	6	-	no	0	-	-	-	-	-
45	48	fiel	fiel	fallen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	7	-	no	0	-	-	-	-	-
50	52	ein	ein	ein	ART	ART.Indef.Nom.Sg.Masc	-	det	10	-	no	0	-	-	-	-	-
54	59	feiner	feiner	fein	ADJA	ADJA.Pos.Nom.Sg.Masc	-	attr	10	-	no	0	-	-	-	-	-
61	65	Regen	Regen	Regen	NN	N.Reg.Nom.Sg.Masc	-	subj	7	-	no	0	-	-	-	-	-
67	67	,	,	--	$,	SYM.Pun.Comma	-	root	11	-	no	0	-	-	-	-	-
69	71	und	und	und	KON	CONJ.Coord.-	-	kon	7	-	no	0	-	-	-	-	-
73	74	im	im	in	APPRART	APPRART.Dat.Sg.Masc	-	pp	15	-	no	0	-	-	-	-	-
76	80	Wagen	Wagen	Wagen	NN	N.Reg.Dat.Sg.Masc	-	pn	13	-	no	0	-	-	-	-	-
82	84	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	cj	12	-	no	0	-	-	-	-	-
86	90	Dunst	Dunst	Dunst	NN	N.Reg.Nom.Sg.Masc	-	subj	15	-	no	0	-	-	-	-	-
92	94	und	und	und	KON	CONJ.Coord.-	-	kon	16	-	no	0	-	-	-	-	-
96	106	Ledergeruch	Ledergeruch	Ledergeruch	NN	N.Reg.Nom.Sg.Masc	-	cj	17	-	no	0	-	-	-	-	-
108	108	,	,	--	$,	SYM.Pun.Comma	-	root	19	-	no	0	-	-	-	-	-
110	112	und	und	und	KON	CONJ.Coord.-	-	kon	15	-	no	0	-	-	-	-	-
114	117	ganz	ganz	ganz	ADV	ADV	-	adv	22	-	no	0	-	-	-	-	-
119	120	im	im	in	APPRART	APPRART.Dat.Sg.Neut	-	pp	24	-	no	0	-	-	-	-	-
122	127	Innern	Inneren	innerer	NN	N.Reg.Dat.Sg.Neut	-	pn	22	-	no	0	-	-	-	-	-
129	138	herrschten	herrschten	herrscht	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	cj	20	-	no	0	-	-	-	-	-
140	144	Unmut	Unmut	Unmut	NN	N.Reg.Nom.Sg.Masc	-	root	25	-	no	0	-	-	-	-	-
146	148	und	und	und	KON	CONJ.Coord.-	-	root	26	-	yes	1	-	-	-	-	-
150	160	Besorgnisse	Besorgnisse	Besorgnis	NN	N.Reg.Nom.Pl.Fem	-	cj	26	-	no	1	-	-	-	-	-
162	162	.	.	--	$.	SYM.Pun.Sent	-	root	28	-	no	1	-	-	-	-	-
164	166	Der	Der	der	ART	ART.Def.Nom.Sg.Masc	42|54|68|583|584|585	det	30	-	yes	2	-	-	-	-	-
168	171	Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	42|54|68|583|584|585	subj	32	-	no	2	-	-	-	-	-
173	178	Pastor	Pastor	Pastor	NN	N.Reg.Nom.Sg.Masc	42|54|68|583|584|585	app	30	-	no	2	-	-	-	-	-
180	182	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	32	-	no	2	-	-	-	-	-
184	189	beides	beides	beide	PIS	PRO.Indef.Subst.-.Nom.Sg.Neut	-	pred	32	-	no	2	-	-	-	-	-
191	191	,	,	--	$,	SYM.Pun.Comma	-	root	34	-	no	2	-	-	-	-	-
193	199	unmutig	unmutig	unmutig	ADJD	ADJD.Pos	-	root	35	-	no	2	-	-	-	-	-
201	203	und	und	und	KON	CONJ.Coord.-	-	kon	35	-	no	2	-	-	-	-	-
205	211	besorgt	besorgt	besorgen	ADJD	ADJD.Pos	-	cj	36	-	no	2	-	-	-	-	-
213	213	.	.	--	$.	SYM.Pun.Sent	-	root	38	-	no	2	-	-	-	-	-
215	218	Denn	Denn	denn	KON	CONJ.Coord.Denn	-	root	39	-	yes	3	-	-	-	-	-
220	226	erstens	erstens	erstens	ADV	ADV	-	adv	41	-	no	3	-	-	-	-	-
228	232	hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	-	cj	39	-	no	3	-	-	-	-	-
234	235	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	29|30|31|54|68|583|584|585	subj	41	-	no	3	-	-	-	-	-
237	240	drei	drei	drei	CARD	CARD	-	attr	44	-	no	3	-	-	-	-	-
242	245	Tage	Tage	Tag	NN	N.Reg.Acc.Pl.Masc	-	obja	49	-	no	3	-	-	-	-	-
247	249	bei	bei	bei	APPR	APPR.Dat	-	pp	49	-	no	3	-	-	-	-	-
251	253	den	den	der	ART	ART.Def.Dat.Pl.*	-	det	48	-	no	3	-	-	-	-	-
255	260	lieben	lieben	lieb	ADJA	ADJA.Pos.Dat.Pl.*	-	attr	48	-	no	3	-	-	-	-	-
262	276	Schwiegereltern	Schwiegereltern	Schwiegerelter	NN	N.Reg.Dat.Pl.*	-	pn	45	-	no	3	-	-	-	-	-
278	287	zugebracht	zugebracht	zubringen	VVPP	VPP.Full.Psp	-	aux	41	-	no	3	-	-	-	-	-
289	289	,	,	--	$,	SYM.Pun.Comma	-	root	50	-	no	3	-	-	-	-	-
291	293	und	und	und	KON	CONJ.Coord.-	-	kon	41	-	no	3	-	-	-	-	-
295	302	zweitens	zweitens	zweitens	ADV	ADV	-	adv	53	-	no	3	-	-	-	-	-
304	308	hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	-	cj	51	-	no	3	-	-	-	-	-
310	311	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	29|30|31|42|68|583|584|585	subj	53	-	no	3	-	-	-	-	-
313	315	auf	auf	auf	APPR	APPR.Auf	-	pp	64	-	no	3	-	-	-	-	-
317	319	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	-	det	57	-	no	3	-	-	-	-	-
321	328	Bahnhofe	Bahnhofe	Bahnhofe	NN	N.Reg.Dat.Sg.Masc	-	pn	55	-	no	3	-	-	-	-	-
330	332	ein	ein	ein	ART	ART.Indef.*.*.*	-	det	60	-	no	3	-	-	-	-	-
334	337	paar	paar	paar	PIAT	PRO.Indef.Attr.-.*.*.*	-	attr	60	-	no	3	-	-	-	-	-
339	345	Stunden	Stunden	Stunde	NN	N.Reg.Acc.Pl.Fem	-	zeit	64	-	no	3	-	-	-	-	-
347	349	auf	auf	auf	APPR	APPR.Auf	-	pp	64	-	no	3	-	-	-	-	-
351	353	den	den	der	ART	ART.Def.Acc.Sg.Masc	67|84|85|347|348	det	63	-	no	3	-	-	-	-	-
355	359	Wagen	Wagen	Wagen	NN	N.Reg.Acc.Sg.Masc	67|84|85|347|348	pn	61	-	no	3	-	-	-	-	-
