start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	3	Alle	Alle	aller	PIAT	PRO.Indef.Attr.-.*.*.*	-	det	1	-	yes	0	direct.speech.2|indirect.speech.1	-	-	-	-
5	16	Geisternacht	Geisternacht	Geisternacht	NN	N.Reg.Nom.Sg.Fem	-	subj	11	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
18	18	,	,	--	$,	SYM.Pun.Comma	-	root	2	-	no	0	direct.speech.2	frame.1	-	-	-
20	22	wie	wie	wie	PWAV	CONJ.Comp.-	-	adv	9	-	no	0	direct.speech.2	frame.1	-	-	-
24	26	uns	uns	uns	PPER	PRO.Pers.Subst.1.Dat.Pl.*	-	objd	9	-	no	0	direct.speech.2	frame.1	-	-	-
28	29	ja	ja	ja	ADV	ADV	-	adv	9	-	no	0	direct.speech.2	frame.1	-	-	-
31	33	die	die	der	ART	ART.Def.Acc.Pl.Masc	-	det	8	-	no	0	direct.speech.2	frame.1	-	-	-
35	40	besten	besten	gut	ADJA	ADJA.Sup.Acc.Pl.Masc	-	attr	8	-	no	0	direct.speech.2	frame.1	-	-	-
42	47	Kenner	Kenner	Kenner	NN	N.Reg.Acc.Pl.Masc	-	subj	9	-	no	0	direct.speech.2	frame.1	speaker.1	-	-
49	58	versichern	versichern	versichern	VVINF	VINF.Full.-	-	objc	1	-	no	0	direct.speech.2	frame.1	-	intexpr.1	-
60	60	,	,	--	$,	SYM.Pun.Comma	-	root	10	-	no	0	direct.speech.2	frame.1	-	-	-
62	65	soll	soll	sollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	-	root	11	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
67	69	nur	nur	nur	ADV	ADV	-	adv	16	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
71	74	eine	eine	ein	ART	ART.Indef.Acc.Sg.Fem	-	det	15	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
76	82	gewisse	gewisse	gewiß	ADJA	ADJA.Pos.Acc.Sg.Fem	-	attr	15	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
84	87	Zeit	Zeit	Zeit	NN	N.Reg.Acc.Sg.Fem	-	obja	16	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
89	94	dauern	dauern	dauern	VVINF	VINF.Full.-	-	aux	11	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
96	96	.	.	--	$.	SYM.Pun.Sent	-	root	17	-	no	0	direct.speech.2|indirect.speech.1	-	-	-	-
98	98	—	--	-	$(	N.Reg.Nom.Sg.Fem	22|66	root	18	-	yes	1	-	-	-	-	-
100	102	Die	Die	der	ART	ART.Def.Nom.Sg.Fem	-	det	20	-	no	1	direct.speech.3	-	-	-	-
104	112	Schachtel	Schachtel	Schachtel	NN	N.Reg.Nom.Sg.Fem	-	subj	28	-	no	1	direct.speech.3	-	-	-	-
114	114	,	,	--	$,	SYM.Pun.Comma	-	root	21	-	no	1	direct.speech.3	-	-	-	-
116	121	welche	welche	welcher	PRELS	PRO.Rel.Subst.-.Acc.Sg.Fem	18|66	subj	26	-	no	1	direct.speech.3	-	-	-	-
123	125	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	75	obja	26	-	no	1	direct.speech.3	-	-	-	-
127	129	mir	mir	sich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	46|51|56|63|99|111|138|141|184|186|196|197|208|215|218|233|237|245|263|286|295|303|308|316|327|344|348|355|359|366|371|372|379|393|398|414|421|428|440|474|485|486|498|501|515|525|530|535|549|560|570|578|582|592	objd	26	-	no	1	direct.speech.3	-	-	-	-
