start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Jch	Ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	5|13	subj	1	-	yes	0	direct.speech.1	frame.2	speaker.2	-	-
4	9	glaube	glaube	glauben	VVFIN	VFIN.Full.1.Sg.Pres.Ind	-	root	1	-	no	0	direct.speech.1	frame.2	-	intexpr.2	-
11	15	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	1	-	no	0	direct.speech.1	frame.2	-	-	-
17	17	,	,	--	$,	SYM.Pun.Comma	-	root	3	-	no	0	direct.speech.1	frame.2	-	-	-
19	21	daß	daß	daß	KOUS	CONJ.SubFin.-	-	konj	8	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
23	25	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	0|13	subj	8	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
27	36	gefährlich	gefährlich	gefährlich	ADJD	ADJD.Pos	-	adv	8	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
38	42	krank	krank	krank	ADJD	ADJD.Pos	-	pred	8	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
44	46	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	objc	1	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
48	48	.	.	--	$.	SYM.Pun.Sent	-	root	9	-	no	0	direct.speech.1|indirect.thought.2.nonfact	-	-	-	-
50	53	Doch	Doch	doch	KON	CONJ.Coord.Doch	-	root	10	-	yes	1	direct.speech.1	-	-	-	-
55	58	habe	habe	haben	VAFIN	VFIN.Haben.1.Sg.Pres.Ind	-	cj	10	-	no	1	direct.speech.1	-	-	-	-
60	62	ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	-	subj	11	-	no	1	direct.speech.1	-	speaker.34	-	-
64	68	ihrem	ihrem	ihr	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Masc	0|5	det	14	-	no	1	direct.speech.1	-	-	-	-
70	75	Willen	Willen	Wille	NN	N.Reg.Dat.Sg.Masc	-	objd	15	-	no	1	direct.speech.1	-	-	-	-
77	87	nachgegeben	nachgegeben	nachgeben	VVPP	VPP.Full.Psp	-	aux	11	-	no	1	direct.speech.1	-	-	-	-
89	91	und	und	und	KON	CONJ.Coord.-	-	kon	15	-	no	1	direct.speech.1	-	-	-	-
93	96	nach	nach	nach	APPR	APPR.Dat	-	pp	20	-	no	1	direct.speech.1|reported.speech.34	-	-	-	-
98	100	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	23|24|301|302|424|425|562|563|565|571|585	det	19	-	no	1	direct.speech.1|reported.speech.34	-	-	-	-
102	105	Arzt	Arzt	Arzt	NN	N.Reg.Dat.Sg.Masc	23|24|301|302|424|425|562|563|565|571|585	pn	17	-	no	1	direct.speech.1|reported.speech.34	-	-	-	-
107	115	geschickt	geschickt	schicken	VVPP	VPP.Full.Psp	-	cj	16	-	no	1	direct.speech.1|reported.speech.34	-	-	intexpr.34	-
117	117	.	.	--	$.	SYM.Pun.Sent	-	root	21	-	no	1	direct.speech.1|reported.speech.34	-	-	-	-
119	119	“	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	-	root	22	-	no	1	direct.speech.1	-	-	-	-
121	123	Der	Der	der	ART	ART.Def.Nom.Sg.Masc	18|19|301|302|424|425|562|563|565|571|585	det	24	-	yes	2	-	-	-	-	-
125	128	Arzt	Arzt	Arzt	NN	N.Reg.Nom.Sg.Masc	18|19|301|302|424|425|562|563|565|571|585	subj	25	-	no	2	-	-	-	-	-
130	132	sah	sah	aufsehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	25	-	no	2	-	-	-	-	-
134	143	verwundert	verwundert	verwundern	ADJD	ADJD.Pos	-	adv	25	-	no	2	-	-	-	-	-
145	147	auf	auf	auf	PTKVZ	PART.Verb	-	avz	25	-	no	2	-	-	-	-	-
149	151	und	und	und	KON	CONJ.Coord.-	-	kon	25	-	no	2	-	-	-	-	-
153	158	wollte	wollte	wollen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	-	cj	28	-	no	2	-	-	-	-	-
160	162	den	den	der	ART	ART.Def.Acc.Sg.Masc	36	det	31	-	no	2	-	-	-	-	-
164	174	Sprechenden	Sprechenden	sprechend	NN	N.Reg.Acc.Sg.Masc	36	obja	33	-	no	2	-	-	speaker.1	-	-
176	180	näher	näher	nah	ADJD	ADJD.Comp	-	adv	33	-	no	2	-	-	-	-	-
182	191	betrachten	betrachten	betrachten	VVINF	VINF.Full.-	-	aux	29	-	no	2	-	-	-	-	-
193	193	;	;	--	$.	SYM.Pun.Sent	-	root	34	-	no	2	-	-	-	-	-
195	198	aber	aber	aber	KON	CONJ.Coord.Aber	-	root	35	-	no	2	-	-	-	-	-
200	205	dieser	dieser	dieser	PDS	PRO.Dem.Subst.-.Nom.Sg.Masc	30|31	subj	37	-	no	2	-	-	-	-	-
207	212	drehte	drehte	umdrehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	cj	35	-	no	2	-	-	-	-	-
214	217	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	-	obja	37	-	no	2	-	-	-	-	-
219	220	um	um	um	PTKVZ	PART.Verb	-	avz	37	-	no	2	-	-	-	-	-
222	224	und	und	und	KON	CONJ.Coord.-	-	kon	37	-	no	2	-	-	-	-	-
226	229	ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	cj	40	-	no	2	-	-	-	-	-
231	234	nach	nach	nach	APPR	APPR.Dat	-	pp	41	-	no	2	-	-	-	-	-
236	238	dem	dem	der	ART	ART.Def.Dat.Sg.Neut	-	det	44	-	no	2	-	-	-	-	-
240	246	Fenster	Fenster	Fenster	NN	N.Reg.Dat.Sg.Neut	-	pn	42	-	no	2	-	-	-	-	-
248	248	.	.	--	$.	SYM.Pun.Sent	-	root	45	-	no	2	-	-	-	-	-
250	255	Sander	Sander	Sander	NE	N.Name.Nom.Sg.Masc	106|127|140|143|159|178|195	subj	47	yes	yes	3	-	-	-	-	-
257	263	schritt	schritt	zuschreiten	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	47	-	no	3	-	-	-	-	-
265	267	auf	auf	auf	APPR	APPR.Auf	-	pp	47	-	no	3	-	-	-	-	-
269	271	das	das	der	ART	ART.Def.Acc.Sg.Neut	111|112|221|222|358|359	det	50	-	no	3	-	-	-	-	-
273	276	Bett	Bett	Bett	NN	N.Reg.Acc.Sg.Neut	111|112|221|222|358|359	pn	48	-	no	3	-	-	-	-	-
278	279	zu	zu	zu	PTKVZ	PART.Verb	-	avz	47	-	no	3	-	-	-	-	-
281	281	.	.	--	$.	SYM.Pun.Sent	-	root	52	-	no	3	-	-	-	-	-
283	286	Dort	Dort	Dort	ADV	ADV	-	adv	54	-	yes	4	-	-	-	-	-
