start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	1	Im	Im	in	APPRART	APPRART.Dat.Sg.Neut	-	pp	5	-	yes	0	-	-	-	-	-
3	14	quellenarmen	quellenarmen	quellenarm	ADJA	ADJA.Pos.Dat.Sg.Neut	-	attr	2	-	no	0	-	-	-	-	-
16	25	Wüstenland	Wüstenland	Wüstenland	NN	N.Reg.Dat.Sg.Neut	-	pn	0	-	no	0	-	-	-	-	-
27	36	Arabischer	Arabischer	Arabisch	ADJA	ADJA.Pos.Gen.Pl.Masc	-	attr	4	-	no	0	-	-	-	-	-
38	44	Nomaden	Nomaden	Nomaden	NN	N.Reg.Gen.Pl.Masc	-	gmod	2	-	no	0	-	-	-	-	-
46	49	Irrt	Irrt	Irrt	VVFIN	VPP.Full.Psp	-	root	5	-	no	0	-	-	-	-	-
51	51	,	,	--	$,	SYM.Pun.Comma	-	root	6	-	no	0	-	-	-	-	-
53	56	ohne	ohne	ohne	KOUI	APPR.Acc	-	pp	5	-	no	0	-	-	-	-	-
58	61	Ziel	Ziel	Ziel	NN	N.Reg.Acc.Sg.Neut	-	pn	7	-	no	0	-	-	-	-	-
63	65	und	und	und	KON	CONJ.Coord.-	-	kon	8	-	no	0	-	-	-	-	-
67	75	Vaterland	Vaterland	Vaterland	NN	N.Reg.Acc.Sg.Neut	-	cj	9	-	no	0	-	-	-	-	-
77	77	,	,	--	$,	SYM.Pun.Comma	-	root	11	-	no	0	-	-	-	-	-
79	81	Auf	Auf	auf	APPR	APPR.Auf	-	pp	5	-	no	0	-	-	-	-	-
83	95	windverwehten	windverwehten	windverweht	ADJA	ADJA.Pos.Dat.Pl.Masc	-	attr	14	-	no	0	-	-	-	-	-
97	102	Pfaden	Pfaden	Pfaden	NN	N.Reg.Dat.Pl.Masc	-	pn	12	-	no	0	-	-	-	-	-
104	104	,	,	--	$,	SYM.Pun.Comma	-	root	15	-	no	0	-	-	-	-	-
106	108	Ein	Ein	ein	ART	ART.Indef.Nom.Sg.Neut	24|33	det	17	-	no	0	-	frame.6	-	-	-
110	118	Polenheld	Polenheld	Polenheld	NN	N.Reg.Nom.Sg.Neut	24|33	subj	5	-	no	0	-	frame.6	speaker.6	-	-
120	122	und	und	und	KON	CONJ.Coord.-	-	kon	5	-	no	0	-	frame.6	-	-	-
