start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Als	Als	als	KOUS	APPR.Als	-	kom	2	-	yes	0	direct.speech.2	-	-	-	-
4	14	Hilfslehrer	Hilfslehrer	Hilfslehrer	NN	N.Reg.Acc.Sg.Masc	-	cj	0	-	no	0	direct.speech.2	-	-	-	-
16	22	bekommt	bekommt	bekommen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	2	-	no	0	direct.speech.2	-	-	-	-
24	25	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	26	subj	2	-	no	0	direct.speech.2	-	-	-	-
27	30	sehr	sehr	sehr	ADV	ADV	-	adv	5	-	no	0	direct.speech.2	-	-	-	-
32	36	wenig	wenig	wenig	PIS	PRO.Indef.Subst.-.*.*.*	-	obja	2	-	no	0	direct.speech.2	-	-	-	-
38	38	.	.	--	$.	SYM.Pun.Sent	-	root	6	-	no	0	direct.speech.2	-	-	-	-
40	40	"	&quot;	&quot;	$(	CARD	-	root	7	-	no	0	direct.speech.2	-	-	-	-
42	42	„	&quot;	&quot;	$(	CARD	-	attr	9	-	yes	1	direct.speech.3	-	-	-	-
44	45	Ja	Ja	ja	PTKANT	PART.Ans	-	root	9	-	no	1	direct.speech.3	-	-	-	-
47	47	,	,	--	$,	SYM.Pun.Comma	-	root	10	-	no	1	direct.speech.3	-	-	-	-
49	51	was	was	was	PWS	PRO.Inter.Subst.-.Nom.Sg.Neut	-	obja	12	-	no	1	direct.speech.3	-	-	-	-
53	56	soll	soll	sollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	-	rel	9	-	no	1	direct.speech.3	-	-	-	-
58	60	das	das	der	PDS	PRO.Dem.Subst.-.Acc.Sg.Neut	-	subj	12	-	no	1	direct.speech.3	-	-	-	-
62	65	aber	?	--	$.	SYM.Pun.Sent	-	adv	13	-	no	1	direct.speech.3	-	-	-	-
67	67	?	?	--	$.	SYM.Pun.Sent	-	root	15	-	no	1	direct.speech.3	-	-	-	-
69	71	Was	Was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	-	obja	19	-	yes	2	direct.speech.3|reported.speech.4.nonfact	-	-	-	-
73	78	wollen	wollen	wollen	VMFIN	VFIN.Mod.3.Pl.Pres.Ind	-	root	17	-	no	2	direct.speech.3|reported.speech.4.nonfact	-	-	-	-
80	82	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	25|36|80	subj	17	-	no	2	direct.speech.3|reported.speech.4.nonfact	-	speaker.4	-	-
84	88	sagen	sagen	sagen	VVINF	VINF.Full.-	-	aux	17	-	no	2	direct.speech.3|reported.speech.4.nonfact	-	-	intexpr.4	-
90	90	?	?	--	$.	SYM.Pun.Sent	-	root	20	-	no	2	direct.speech.3|reported.speech.4.nonfact	-	-	-	-
92	93	In	In	in	APPR	APPR.In	-	objp	24	-	yes	3	direct.speech.3|reported.thought.5	-	-	-	-
95	101	welcher	welcher	welcher	PWAT	PRO.Inter.Attr.-.Dat.Sg.Fem	-	det	23	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
103	110	Hinsicht	Hinsicht	Hinsicht	NN	N.Reg.Dat.Sg.Fem	-	pn	21	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
112	117	halten	halten	halten	VVFIN	VFIN.Full.3.Pl.Pres.Ind	-	root	24	-	no	3	direct.speech.3|reported.thought.5	-	-	intexpr.5	-
119	121	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	18|36|80	subj	24	-	no	3	direct.speech.3|reported.thought.5	-	speaker.5	-	-
123	125	ihn	ihn	ihn	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	3	obja	24	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
127	129	für	für	für	APPR	APPR.Acc	-	pp	26	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
131	140	verdächtig	verdächtig	verdächtig	ADJD	ADJD.Pos	-	pn	27	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
142	142	?	?	--	$.	SYM.Pun.Sent	-	root	29	-	no	3	direct.speech.3|reported.thought.5	-	-	-	-
144	144	"	&quot;	&quot;	$(	CARD	-	root	30	-	no	3	direct.speech.3	-	-	-	-
146	146	„	&quot;	&quot;	$(	N.Reg.*.*.Neut	-	root	31	-	yes	4	direct.speech.1	-	-	-	-
148	151	Nein	Nein	Nein	PTKANT	N.Reg.Nom.Sg.Neut	-	root	32	-	no	4	direct.speech.1	-	-	-	-
