start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	1	In	In	in	APPR	APPR.In	-	pp	6	-	yes	0	-	-	-	-	-
3	5	der	der	der	ART	ART.Def.Dat.Sg.Fem	-	det	2	-	no	0	-	-	-	-	-
7	10	Aula	Aula	Aula	NN	N.Reg.Dat.Sg.Fem	-	pn	0	-	no	0	-	-	-	-	-
12	13	zu	zu	zu	APPR	APPR.Dat	-	pp	2	-	no	0	-	-	-	-	-
15	20	Toledo	Toledo	Toledo	NE	N.Name.Dat.Sg.Neut	-	pn	3	-	no	0	-	-	-	-	-
22	28	Klingen	Klingen	Klingen	NN	VFIN.Full.3.Pl.Pres.Ind	-	app	2	-	no	0	-	-	-	-	-
30	40	schmetternd	schmetternd	schmetternd	VVPP	ADJD.Pos	-	adv	8	-	no	0	-	-	-	-	-
42	44	die	die	der	ART	ART.Def.Nom.Pl.Fem	-	det	8	-	no	0	-	-	-	-	-
46	53	Fanfaren	Fanfaren	Fanfar	NN	N.Reg.Nom.Pl.Fem	-	root	8	-	no	0	-	-	-	-	-
55	55	;	;	--	$.	SYM.Pun.Sent	-	root	9	-	no	0	-	-	-	-	-
57	58	Zu	Zu	zu	APPR	APPR.Dat	-	pp	14	-	no	0	-	-	-	-	-
60	62	dem	dem	der	ART	ART.Def.Dat.Sg.Neut	-	det	13	-	no	0	-	-	-	-	-
64	74	geistlichen	geistlichen	geistlich	ADJA	ADJA.Pos.Dat.Sg.Neut	-	attr	13	-	no	0	-	-	-	-	-
76	81	Turnei	Turnier	Turnier	NN	N.Reg.Dat.Sg.Neut	-	pn	10	-	no	0	-	-	-	-	-
83	87	Wallt	Wallt	Wallt	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	14	-	no	0	-	-	-	-	-
89	91	das	das	der	ART	ART.Def.Nom.Sg.Neut	-	det	16	-	no	0	-	-	-	-	-
93	96	Volk	Volk	Volk	NN	N.Reg.Nom.Sg.Neut	-	subj	14	-	no	0	-	-	-	-	-
98	99	in	in	in	APPR	APPR.In	-	pp	14	-	no	0	-	-	-	-	-
101	106	bunten	bunten	bunt	ADJA	ADJA.Pos.Dat.Pl.Fem	-	attr	19	-	no	0	-	-	-	-	-
108	114	Scharen	Scharen	Scharen	NN	N.Reg.Dat.Pl.Fem	-	pn	17	-	no	0	-	-	-	-	-
116	116	.	.	--	$.	SYM.Pun.Sent	-	root	20	-	no	0	-	-	-	-	-
118	120	Das	Das	der	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	-	subj	22	-	yes	1	-	-	-	-	-
122	124	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	root	22	-	no	1	-	-	-	-	-
126	130	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	22	-	no	1	-	-	-	-	-
132	134	ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	-	det	26	-	no	1	-	-	-	-	-
136	143	weltlich	weltlich	weltlich	ADJD	ADJD.Pos	-	attr	26	-	no	1	-	-	-	-	-
145	151	Stechen	Stechen	Stechen	NN	N.Reg.Nom.Sg.Neut	-	pred	22	-	no	1	-	-	-	-	-
153	153	,	,	--	$,	SYM.Pun.Comma	-	root	27	-	no	1	-	-	-	-	-
155	159	Keine	Keine	kein	PIAT	PRO.Indef.Attr.-.Acc.Pl.Masc	-	det	29	-	no	1	-	-	-	-	-
161	170	Eisenwaffe	Eisenwaffe	Eisenwaffe	NN	N.Reg.Acc.Pl.Masc	-	obja	30	-	no	1	-	-	-	-	-
172	178	blitzet	blitzet	blitzen	VVFIN	VPP.Full.Psp	-	kon	22	-	no	1	-	-	-	-	-
180	180	-	-	--	$(	SYM.Pun.Hyph	-	root	31	-	no	1	-	-	-	-	-
182	185	Eine	Eine	ein	ART	ART.Indef.Nom.Sg.Fem	-	det	33	-	no	1	-	-	-	-	-
187	191	Lanze	Lanze	Lanze	NN	N.Reg.Nom.Sg.Fem	-	subj	34	-	no	1	-	-	-	-	-
193	195	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	kon	30	-	no	1	-	-	-	-	-
197	199	das	das	der	ART	ART.Def.Nom.Sg.Neut	-	det	36	-	no	1	-	-	-	-	-
201	204	Wort	Wort	Wort	NN	N.Reg.Nom.Sg.Neut	-	root	36	-	no	1	-	-	-	-	-
206	206	,	,	--	$,	SYM.Pun.Comma	-	root	37	-	no	1	-	-	-	-	-
208	210	Das	Das	der	ART	ART.Def.Nom.Sg.Neut	-	det	39	-	no	1	-	-	-	-	-
212	223	scholastisch	scholastisch	scholastisch	ADJD	ADJD.Pos	-	root	39	-	no	1	-	-	-	-	-
225	230	scharf	scharf	scharf	ADJD	ADJD.Pos	-	root	40	-	no	1	-	-	-	-	-
232	240	gespitzet	gespitzt	spitzen	VVPP	VPP.Full.Psp	-	root	41	-	no	1	-	-	-	-	-
242	242	.	.	--	$.	SYM.Pun.Sent	-	root	42	-	no	1	-	-	-	-	-
244	248	Nicht	Nicht	nicht	PTKNEG	PART.Neg	-	adv	44	-	yes	2	-	-	-	-	-
250	256	galante	galante	galant	ADJA	ADJA.Pos.Acc.Pl.Masc	-	attr	45	-	no	2	-	-	-	-	-
258	265	Paladins	Paladins	Paladin	NN	N.Reg.Acc.Pl.Masc	-	gmod	46	-	no	2	-	-	-	-	-
267	273	Fechten	Fechten	Fechten	NN	VINF.Full.-	-	root	46	-	no	2	-	-	-	-	-
275	278	hier	,	--	$,	SYM.Pun.Comma	-	adv	46	-	no	2	-	-	-	-	-
280	280	,	,	--	$,	SYM.Pun.Comma	-	root	48	-	no	2	-	-	-	-	-
282	286	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	50	-	no	2	-	-	-	-	-
288	298	Damendiener	Damendiener	Damendiener	NN	ADJA.Pos.*.*.*	-	kon	46	-	no	2	-	-	-	-	-
300	300	-	-	--	$(	SYM.Pun.Hyph	-	root	51	-	no	2	-	-	-	-	-
302	307	Dieses	Dieses	dieser	PDAT	PRO.Dem.Subst.-.Nom.Sg.Neut	-	det	53	-	no	2	-	-	-	-	-
