start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Die	Die	d	ART	ART.Def.Nom.Pl.*	-	det	1	-	yes	0	direct.speech.1	-	-	-	-
4	12	Schwachen	Schwachen	Schwachen	NN	N.Reg.Dat.Pl.*	-	obja	2	-	no	0	direct.speech.1	-	-	-	-
14	18	lässt	lässt	zurücklassen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	2	-	no	0	direct.speech.1	-	-	-	-
20	22	man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	-	subj	2	-	no	0	direct.speech.1	-	-	-	-
24	27	doch	doch	doch	ADV	ADV	-	adv	2	-	no	0	direct.speech.1	-	-	-	-
29	34	zurück	zurück	zurück	PTKVZ	PART.Verb	-	avz	2	-	no	0	direct.speech.1	-	-	-	-
36	36	.	.	.	$.	SYM.Pun.Sent	-	root	6	-	no	0	direct.speech.1	-	-	-	-
38	42	Sonst	Sonst	sonst	ADV	ADV	-	adv	8	-	yes	1	direct.speech.1	-	-	-	-
44	48	kommt	kommt	kommen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	8	-	no	1	direct.speech.1	-	-	-	-
50	53	kaum	kaum	kaum	ADV	ADV	-	adv	8	-	no	1	direct.speech.1	-	-	-	-
55	59	einer	einer	eine	ART	PRO.Indef.Subst.-.Nom.Sg.Masc	-	root	10	-	no	1	direct.speech.1	-	-	-	-
61	66	lebend	lebend	lebend	ADJD	ADJD.Pos	-	root	11	-	no	1	direct.speech.1	-	-	-	-
68	69	an	an	an	PTKVZ	APPR.An	-	root	12	-	no	1	direct.speech.1	-	-	-	-
71	71	“	&quot;	&quot;	$(	N.Reg.Dat.Sg.Neut	-	root	13	-	no	1	direct.speech.1	-	-	-	-
73	73	,	,	,	$,	SYM.Pun.Comma	-	root	14	-	no	1	-	frame.1	-	-	-
75	79	sagte	sagte	sagen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	15	-	no	1	-	frame.1	-	intexpr.1	-
81	83	der	der	d	ART	ART.Def.Nom.Sg.Masc	19|22|406|407|413	det	17	-	no	1	-	frame.1	-	-	-
85	95	Ladendiener	Ladendiener	Ladendiener	NN	N.Reg.Nom.Sg.Masc	19|22|406|407|413	subj	15	-	no	1	-	frame.1	speaker.1	-	-
