start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Was	Was	was	PWS	PRO.Inter.Subst.-.Nom.Sg.Neut	-	subj	6	-	yes	0	-	-	-	-	-
4	7	aber	aber	aber	ADV	ADV	-	adv	0	-	no	0	-	-	-	-	-
9	11	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	76|77|97|98|98|318|319|503|504	det	3	-	no	0	-	-	-	-	-
13	18	Knaben	Knaben	Knaben	NN	N.Reg.Dat.Sg.Masc	76|77|97|98|98|318|319|503|504	objd	6	-	no	0	-	-	-	-	-
20	28	besonders	besonders	besonders	ADV	ADV	-	adv	5	-	no	0	-	-	-	-	-
30	40	entsetzlich	entsetzlich	entsetzlich	ADJD	ADJD.Pos	-	pred	6	-	no	0	-	-	-	-	-
42	47	schien	schien	scheinen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	6	-	no	0	-	-	-	-	-
49	49	,	,	--	$,	SYM.Pun.Comma	-	root	7	-	no	0	-	-	-	-	-
51	53	das	das	der	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	-	subj	9	-	no	0	-	-	-	-	-
55	57	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	9	-	no	0	-	-	-	-	-
59	61	ein	ein	ein	ART	ART.Indef.Nom.Sg.Masc	-	det	13	-	no	0	-	-	-	-	-
63	68	großer	großer	groß	ADJA	ADJA.Pos.Nom.Sg.Masc	-	attr	13	-	no	0	-	-	-	-	-
70	78	schwarzer	schwarzer	schwarz	ADJA	ADJA.Pos.Nom.Sg.Masc	-	attr	13	-	no	0	-	-	-	-	-
80	84	Kater	Kater	Kater	NN	N.Reg.Nom.Sg.Masc	-	pred	9	-	no	0	-	-	-	-	-
86	86	,	,	--	$,	SYM.Pun.Comma	-	root	14	-	no	0	-	-	-	-	-
88	90	der	der	der	ART	ART.Def.Nom.Sg.Masc	-	det	16	-	no	0	-	-	-	-	-
92	99	Liebling	Liebling	Liebling	NN	N.Reg.Nom.Sg.Masc	-	app	13	-	no	0	-	-	-	-	-
101	103	des	des	der	ART	ART.Def.Gen.Sg.Masc	20|21|545|546	det	18	-	no	0	-	-	-	-	-
105	111	Maestro	Maestro	Maestro	NN	N.Reg.Nom.Sg.Masc	20|21|545|546	gmod	16	-	no	0	-	-	-	-	-
113	113	,	,	--	$,	SYM.Pun.Comma	-	root	19	-	no	0	-	-	-	-	-
115	117	den	den	der	PRELS	PRO.Rel.Subst.-.Acc.Sg.Masc	17|18|545|546	root	20	-	no	0	-	-	-	-	-
119	120	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	17|18|545|546	root	21	-	no	0	-	-	-	-	-
122	127	Abends	Abends	Abend	ADV	ADV	-	root	22	-	no	0	-	-	-	-	-
129	133	immer	immer	immer	ADV	ADV	-	adv	27	-	no	0	-	-	-	-	-
135	137	auf	auf	auf	APPR	APPR.Auf	-	pp	27	-	no	0	-	-	-	-	-
139	141	den	den	der	ART	ART.Def.Dat.Pl.Neut	-	det	26	-	no	0	-	-	-	-	-
143	148	Knieen	Knien	Knien	NN	N.Reg.Dat.Pl.Neut	-	pn	24	-	no	0	-	-	-	-	-
150	154	hielt	hielt	halten	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	27	-	no	0	-	-	-	-	-
156	158	und	und	und	KON	CONJ.Coord.-	-	kon	27	-	no	0	-	-	-	-	-
160	162	dem	dem	der	ART	PRO.Rel.Subst.-.Dat.Sg.Neut	-	det	31	-	no	0	-	-	-	-	-
164	168	helle	helle	hell	ADJA	ADJA.Pos.Nom.Pl.Masc	-	attr	31	-	no	0	-	-	-	-	-
170	175	Funken	Funken	Funke	NN	N.Reg.Nom.Pl.Masc	-	objd	32	-	no	0	-	-	-	-	-
177	187	entsprühten	entsprühten	entsprühen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	cj	28	-	no	0	-	-	-	-	-
189	189	,	,	--	$,	SYM.Pun.Comma	-	root	33	-	no	0	-	-	-	-	-
191	196	sobald	sobald	sobald	KOUS	CONJ.SubFin.-	-	konj	41	-	no	0	-	-	-	-	-
198	200	der	der	der	ART	ART.Def.Nom.Sg.Masc	39	det	36	-	no	0	-	-	-	-	-
202	205	Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	39	subj	41	-	no	0	-	-	-	-	-
207	209	nur	nur	nur	ADV	ADV	-	adv	41	-	no	0	-	-	-	-	-
211	221	streichelnd	streichelnd	streichelnd	VVPP	ADJD.Pos	-	adv	41	-	no	0	-	-	-	-	-
223	226	sein	sein	sein	VAINF	PRO.Poss.Attr.-.Acc.Sg.Neut	35|36	det	40	-	no	0	-	-	-	-	-
228	231	Fell	Fell	Fell	NN	N.Reg.Acc.Sg.Neut	-	obja	41	-	no	0	-	-	-	-	-
233	240	berührte	berührte	berühren	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	neb	32	-	no	0	-	-	-	-	-
242	242	.	.	--	$.	SYM.Pun.Sent	-	root	42	-	no	0	-	-	-	-	-
244	246	Oft	Oft	Oft	ADV	ADV	-	root	43	-	yes	1	-	-	-	-	-
248	248	,	,	--	$,	SYM.Pun.Comma	-	root	44	-	no	1	-	-	-	-	-
250	253	wenn	wenn	wenn	KOUS	CONJ.SubFin.-	-	root	45	-	no	1	-	-	-	-	-
255	262	Giovanni	Giovanni	Giovanni	NE	N.Name.Nom.Sg.Masc	113|257|258|268|273|281|302|370|433|434|435|443|449|468|509|551|556|581|594	objd	49	yes	no	1	-	-	-	-	-
264	272	besonders	besonders	besonders	ADV	ADV	-	adv	48	-	no	1	-	-	-	-	-
274	280	fleißig	fleißig	fleißig	ADJD	ADJD.Pos	-	pred	49	-	no	1	-	-	-	-	-
282	288	gewesen	gewesen	sein	VAPP	VPP.Sein.Psp	-	root	49	-	no	1	-	-	-	-	-
290	290	,	,	--	$,	SYM.Pun.Comma	-	root	50	-	no	1	-	-	-	-	-
292	293	im	im	in	APPRART	APPRART.Dat.Sg.Masc	-	pp	49	-	no	1	-	-	-	-	-
295	299	Laufe	Laufe	Lauf	NN	N.Reg.Dat.Sg.Masc	-	pn	51	-	no	1	-	-	-	-	-
301	303	des	des	der	ART	ART.Def.Gen.Sg.Masc	-	det	54	-	no	1	-	-	-	-	-
305	309	Tages	Tages	Tag	NN	N.Reg.Gen.Sg.Masc	-	gmod	52	-	no	1	-	-	-	-	-
311	311	,	,	--	$,	SYM.Pun.Comma	-	root	55	-	no	1	-	-	-	-	-
313	315	oft	oft	oft	ADV	ADV	-	adv	51	-	no	1	reported.speech.1	-	-	-	-
317	321	brach	brach	brechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	57	-	no	1	reported.speech.1	-	-	intexpr.1	-
323	326	dann	dann	dann	ADV	ADV	-	adv	57	-	no	1	reported.speech.1	-	-	-	-
328	331	nach	nach	nach	APPR	APPR.Dat	123|124|145|149|152|158|165|171|185|190|191|203|207|247|248|254|307|308|317|325|328|354|384|385|569|570|578	pp	63	-	yes	2	reported.speech.1	-	-	-	-
333	338	langer	langer	lang	ADJA	ADJA.Pos.Dat.Sg.Fem	123|124|145|149|152|158|165|171|185|190|191|203|207|247|248|254|307|308|317|325|328|354|384|385|569|570|578	attr	61	-	no	2	reported.speech.1	-	-	-	-
340	345	Stille	Stille	Stille	NN	N.Reg.Dat.Sg.Fem	123|124|145|149|152|158|165|171|185|190|191|203|207|247|248|254|307|308|317|325|328|354|384|385|569|570|578	pn	59	-	no	2	reported.speech.1	-	-	-	-
347	349	der	der	der	ART	ART.Def.Nom.Sg.Masc	123|124|145|149|152|158|165|171|185|190|191|203|207|247|248|254|307|308|317|325|328|354|384|385|569|570|578	det	63	-	no	2	reported.speech.1	-	-	-	-
351	357	Maestro	Maestro	Maestro	NN	N.Reg.Nom.Sg.Masc	123|124|145|149|152|158|165|171|185|190|191|203|207|247|248|254|307|308|317|325|328|354|384|385|569|570|578	root	63	-	no	2	reported.speech.1	-	speaker.1_2	-	-
359	361	das	das	der	ART	ART.Def.Acc.Sg.Neut	-	det	65	-	no	2	reported.speech.1	-	-	-	-
363	371	Schweigen	Schweigen	schweigen	NN	N.Reg.Acc.Sg.Neut	-	root	65	-	no	2	reported.speech.1	-	-	-	-
373	375	und	und	und	KON	CONJ.Coord.-	-	root	66	-	no	2	-	-	-	-	-
377	384	erzählte	erzählte	erzählen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	cj	66	-	no	2	reported.speech.2	-	-	intexpr.2	-
386	388	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	-	det	69	-	no	2	reported.speech.2	-	-	-	-
390	396	Schüler	Schüler	Schüler	NN	N.Reg.Dat.Sg.Masc	-	objd	67	-	no	2	reported.speech.2	-	-	-	-
398	404	Märchen	Märchen	Märchen	NN	N.Reg.Acc.Pl.Neut	-	app	69	-	no	2	reported.speech.2	-	-	-	-
406	406	,	,	--	$,	SYM.Pun.Comma	-	root	71	-	no	2	-	-	-	-	-
408	410	bei	bei	bei	APPR	APPR.Dat	-	pp	84	-	no	2	-	-	-	-	-
412	416	denen	denen	der	PRELS	PRO.Rel.Subst.-.Dat.Pl.Neut	-	pn	72	-	no	2	-	-	-	-	-
418	420	das	das	der	ART	ART.Def.Nom.Sg.Neut	-	det	75	-	no	2	-	-	-	-	-
422	425	Haar	Haar	Haar	NN	N.Reg.Nom.Sg.Neut	-	subj	84	-	no	2	-	-	-	-	-
427	429	des	des	der	ART	ART.Def.Gen.Sg.Masc	2|3|97|98|98|318|319|503|504	det	77	-	no	2	-	-	-	-	-
431	436	Knaben	Knaben	Knabe	NN	N.Reg.Gen.Sg.Masc	2|3|97|98|98|318|319|503|504	gmod	75	-	no	2	-	-	-	-	-
438	441	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	-	obja	84	-	no	2	-	-	-	-	-
443	445	vor	vor	vor	APPR	APPR.Vor	-	pp	84	-	no	2	-	-	-	-	-
447	455	Entsetzen	Entsetzen	entsetzen	NN	N.Reg.Dat.Sg.Neut	-	pn	79	-	no	2	-	-	-	-	-
457	458	in	in	in	APPR	APPR.In	-	pp	84	-	no	2	-	-	-	-	-
460	462	die	die	der	ART	ART.Def.Acc.Sg.Fem	-	det	83	-	no	2	-	-	-	-	-
464	467	Höhe	Höhe	Höhe	NN	N.Reg.Acc.Sg.Fem	-	pn	81	-	no	2	-	-	-	-	-
469	476	sträubte	sträubte	sträuben	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	rel	70	-	no	2	-	-	-	-	-
478	478	,	,	--	$,	SYM.Pun.Comma	-	root	85	-	no	2	-	-	-	-	-
