start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	3	Orso	Orso	Orso	NE	N.Name.Nom.Sg.*	62|63	root	0	yes	yes	0	-	-	speaker.2	-	-
5	11	fliehet	fliehet	fliehet	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	1	-	no	0	-	-	-	-	-
13	18	gleich	gleich	gleich	ADV	APPR.Dat	-	adv	1	-	no	0	-	-	-	-	-
20	22	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	-	det	4	-	no	0	-	-	-	-	-
24	30	Hirsche	Hirsche	Hirsche	NN	N.Reg.Dat.Sg.Masc	-	objd	1	-	no	0	-	-	-	-	-
32	32	,	,	--	$,	SYM.Pun.Comma	-	root	5	-	no	0	-	-	-	-	-
34	35	Um	Um	um	KOUI	CONJ.SubInf.-	-	konj	10	-	no	0	-	-	-	-	-
37	39	den	den	der	ART	ART.Def.Acc.Sg.Masc	-	det	8	-	no	0	-	-	-	-	-
41	49	Buschwald	Buschwald	Buschwald	NN	N.Reg.Acc.Sg.Masc	-	obja	10	-	no	0	-	-	-	-	-
51	52	zu	zu	zu	PTKZU	PART.Zu	-	part	10	-	no	0	-	-	-	-	-
54	62	erreichen	erreichen	erreichen	VVINF	VINF.Full.-	-	neb	1	-	no	0	-	-	-	-	-
64	64	;	;	--	$.	SYM.Pun.Sent	-	root	11	-	no	0	-	-	-	-	-
66	69	Doch	Doch	doch	KON	CONJ.Coord.Doch	-	root	12	-	no	0	-	-	-	-	-
71	78	verrannt	verrannt	verrennen	VVPP	ADJD.Pos	-	aux	14	-	no	0	-	-	-	-	-
80	83	sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	-	cj	12	-	no	0	-	-	-	-	-
85	89	schon	schon	schon	ADV	ADV	-	adv	13	-	no	0	-	-	-	-	-
91	93	die	die	der	ART	ART.Def.Nom.Pl.Masc	-	det	17	-	no	0	-	-	-	-	-
95	98	Wege	Wege	Weg	NN	N.Reg.Nom.Pl.Masc	-	subj	14	-	no	0	-	-	-	-	-
100	100	,	,	--	$,	SYM.Pun.Comma	-	root	18	-	no	0	-	-	-	-	-
102	104	Das	Das	der	ART	ART.Def.Nom.Sg.Neut	-	det	20	-	no	0	-	-	-	-	-
106	111	Gebirg	Gebirge	Gebirge	NN	N.Reg.Nom.Sg.Neut	-	subj	21	-	no	0	-	-	-	-	-
113	115	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	kon	14	-	no	0	-	-	-	-	-
117	129	abgeschnitten	.	--	$.	SYM.Pun.Sent	-	aux	21	-	no	0	-	-	-	-	-
131	131	.	.	--	$.	SYM.Pun.Sent	-	root	23	-	no	0	-	-	-	-	-
133	135	Ach	Ach	Ach	ITJ	ITJ	-	root	24	-	yes	1	freeIndirect.thought.2	-	-	-	-
137	137	,	,	--	$,	SYM.Pun.Comma	-	root	25	-	no	1	freeIndirect.thought.2	-	-	-	-
139	143	wohin	wohin	wohin	PWAV	PROADV.Inter	-	root	26	-	no	1	freeIndirect.thought.2	-	-	-	-
145	145	?	?	--	$.	SYM.Pun.Sent	-	root	27	-	no	1	freeIndirect.thought.2	-	-	-	-
147	150	Sieh	Sieh	Sieh	NE	VIMP.Full.2.Sg	-	vok	33	-	yes	2	freeIndirect.thought.2	-	-	-	-
152	152	,	,	--	$,	SYM.Pun.Comma	-	root	29	-	no	2	freeIndirect.thought.2	-	-	-	-
154	157	fest	fest	fest	ADJD	PART.Verb	-	adv	33	-	no	2	freeIndirect.thought.2	-	-	-	-
159	160	am	am	an	APPRART	APPRART.Dat.Sg.Masc	-	pp	30	-	no	2	freeIndirect.thought.2	-	-	-	-
162	166	Hügel	Hügel	Hügel	NN	N.Reg.Dat.Sg.Masc	-	pn	31	-	no	2	freeIndirect.thought.2	-	-	-	-
168	172	Steht	Steht	Steht	VVFIN	VFIN.Full.3.Sg.Pres.Ind	-	root	33	-	no	2	freeIndirect.thought.2	-	-	-	-
174	176	ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	-	det	35	-	no	2	freeIndirect.thought.2	-	-	-	-
