start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	0	„	&quot;	&quot;	$(	CARD	-	root	0	-	yes	0	direct.speech.1	-	-	-	-
2	4	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	-	subj	2	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	speaker.2	-	-
6	10	haben	haben	haben	VAFIN	VFIN.Haben.3.Pl.Pres.Ind	-	root	2	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
12	15	mich	mich	ich	PPER	PRO.Pers.Subst.1.Acc.Sg.*	31|78|87|119|128|141	obja	7	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
17	20	alle	alle	alle	PIS	PRO.Indef.Subst.-.Acc.Pl.*	-	app	3	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
22	24	nur	nur	nur	ADV	ADV	-	adv	6	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
26	27	Lo	Lo	Lo	NE	FM	-	app	4	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
29	35	genannt	genannt	nennen	VVPP	VPP.Full.Psp	-	aux	2	-	no	0	direct.speech.1|reported.speech.2.border=unspec	-	-	intexpr.2	-
37	37	;	;	;	$.	SYM.Pun.Sent	-	root	8	-	no	0	direct.speech.1	-	-	-	-
39	41	und	und	und	KON	CONJ.Coord.-	-	root	9	-	no	0	direct.speech.1	-	-	-	-
43	45	wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	58	subj	11	-	no	0	direct.speech.1	-	-	-	-
47	50	sind	sind	sein	VAFIN	VFIN.Sein.1.Pl.Pres.Ind	-	cj	9	-	no	0	direct.speech.1	-	-	-	-
52	56	durch	durch	durch	APPR	APPR.Acc	-	objp	11	-	no	0	direct.speech.1	-	-	-	-
58	62	bunte	bunte	bunt	ADJA	ADJA.Pos.Acc.Pl.Fem	-	pn	12	-	no	0	direct.speech.1	-	-	-	-
64	66	und	und	und	KON	CONJ.Coord.-	-	root	14	-	no	0	direct.speech.1	-	-	-	-
68	72	viele	viele	viel	PIAT	PRO.Indef.Attr.-.Acc.Pl.Neut	21	det	16	-	no	0	direct.speech.1	-	-	-	-
74	79	Länder	Länder	Land	NN	N.Reg.Acc.Pl.Neut	21	cj	14	-	no	0	direct.speech.1	-	-	-	-
81	87	gezogen	gezogen	ziehen	VVPP	VPP.Full.Psp	-	root	17	-	no	0	direct.speech.1	-	-	-	-
89	89	,	,	,	$,	SYM.Pun.Comma	-	root	18	-	no	0	direct.speech.1	-	-	-	-
