start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	3	Aber	Aber	aber	KON	CONJ.Coord.Aber	-	root	0	-	yes	0	direct.speech.1	-	-	-	-
5	9	jetzt	jetzt	jetzt	ADV	ADV	-	adv	2	-	no	0	direct.speech.1	-	-	-	-
11	19	entkommen	entkommen	entkommen	VVINF	VFIN.Full.3.Pl.Pres.Ind	-	cj	0	-	no	0	direct.speech.1	-	-	-	-
21	23	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	18|34	subj	2	-	no	0	direct.speech.1	-	-	-	-
25	27	mir	mir	sich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	8|12|24|27|32|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	objd	2	-	no	0	direct.speech.1	-	-	-	-
29	33	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	2	-	no	0	direct.speech.1	-	-	-	-
35	35	.	.	--	$.	SYM.Pun.Sent	-	root	6	-	no	0	direct.speech.1	-	-	-	-
37	37	“	&quot;	&quot;	$(	CARD	-	root	7	-	no	0	direct.speech.1	-	-	-	-
39	41	Ich	Ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	4|12|24|27|32|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	subj	9	-	yes	1	-	-	-	-	-
43	48	fühlte	fühlte	fühlen	VVFIN	VFIN.Full.1.Sg.Past.Ind	-	root	9	-	no	1	-	-	-	-	-
50	50	,	,	--	$,	SYM.Pun.Comma	-	root	10	-	no	1	-	-	-	-	-
52	54	wie	wie	wie	PWAV	PROADV.Inter	-	adv	13	-	no	1	-	-	-	-	-
56	58	ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	4|8|24|27|32|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	subj	14	-	no	1	-	-	-	-	-
60	63	roth	rot	rot	ADJD	ADJD.Pos	-	aux	14	-	no	1	-	-	-	-	-
65	69	wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	-	objc	9	-	no	1	-	-	-	-	-
71	71	.	.	--	$.	SYM.Pun.Sent	-	root	15	-	no	1	-	-	-	-	-
73	73	„	&quot;	&quot;	$(	N.Name.Nom.Sg.*	22|49|62|77|83|92|104|129|135|167|175|219|616|617|618	objd	17	-	yes	2	direct.speech.2	-	-	-	-
75	80	Kommen	Kommen	kommen	NN	VFIN.Full.3.Pl.Pres.Ind	-	root	17	-	no	2	direct.speech.2	-	-	-	-
82	84	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	3|34	subj	17	-	no	2	direct.speech.2	-	-	-	-
86	86	,	,	--	$,	SYM.Pun.Comma	-	root	19	-	no	2	direct.speech.2	-	-	-	-
88	88	“	&quot;	&quot;	$(	CARD	-	root	20	-	no	2	direct.speech.2	-	-	-	-
90	96	drängte	drängte	drängen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	21	-	no	2	-	frame.2	-	intexpr.2	-
98	99	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	16|49|62|77|83|92|104|129|135|167|175|219|616|617|618	subj	21	-	no	2	-	frame.2	speaker.2_1	-	-
101	102	in	in	in	APPR	APPR.In	-	objp	21	-	no	2	-	frame.2	-	-	-
104	107	mich	mich	mich	PPER	PRO.Refl.Subst.1.Acc.Sg.*	4|8|12|27|32|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	pn	23	-	no	2	-	frame.2	-	-	-
109	109	,	,	--	$,	SYM.Pun.Comma	-	root	25	-	no	2	-	frame.2	-	-	-
111	111	„	&quot;	&quot;	$(	FM	-	konj	28	-	no	2	direct.speech.2	-	-	-	-
113	115	ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	4|8|12|24|32|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	subj	28	-	no	2	direct.speech.2	-	-	-	-
117	119	bin	bin	sein	VAFIN	VFIN.Sein.1.Sg.Pres.Ind	-	neb	21	-	no	2	direct.speech.2	-	-	-	-
121	125	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	28	-	no	2	direct.speech.2	-	-	-	-
127	132	allein	allein	allein	ADV	ADV	-	adv	28	-	no	2	direct.speech.2	-	-	-	-
134	134	,	,	--	$,	SYM.Pun.Comma	-	root	31	-	no	2	direct.speech.2	-	-	-	-
136	138	ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	4|8|12|24|27|36|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	subj	33	-	no	2	direct.speech.2	-	-	-	-
140	142	muß	muß	müssen	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	-	kon	21	-	no	2	direct.speech.2	-	-	-	-
144	146	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Acc.*.*	3|18	obja	39	-	no	2	direct.speech.2	-	-	-	-
148	150	mit	mit	mit	APPR	APPR.Dat	-	pp	39	-	no	2	direct.speech.2	-	-	-	-
152	157	meiner	meiner	mein	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	4|8|12|24|27|32|41|44|59|67|72|79|94|130|136|202|206|213|224|227|233|242|247|269|397|405|408|422|426|435|442|451|463|467|482|487|506|509|522|531	det	37	-	no	2	direct.speech.2	-	-	-	-
159	165	Familie	Familie	Familie	NN	N.Reg.Dat.Sg.Fem	-	pn	35	-	no	2	direct.speech.2	-	-	-	-
167	173	bekannt	bekannt	bekannt	ADJD	ADJD.Pos	-	pred	39	-	no	2	direct.speech.2	-	-	-	-
175	180	machen	machen	machen	VVINF	VINF.Full.-	-	aux	33	-	no	2	direct.speech.2	-	-	-	-
182	182	.	.	--	$.	SYM.Pun.Sent	-	root	40	-	no	2	direct.speech.2	-	-	-	-
