start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	5	Sidiah	Sidiah	Sidiah	NE	N.Name.Nom.Sg.*	6|79|93|97|175|179|185|190|204|207|212|216|247|248|372|407|411|420|423|438|453|466|472|498|505|510|521|524|532|538|545|560|571	subj	1	yes	yes	0	direct.speech.1	-	-	-	-
7	9	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	s	5	-	no	0	direct.speech.1	-	-	-	-
11	15	deine	deine	dein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	10|17|25	det	3	-	no	0	direct.speech.1	-	-	-	-
17	23	Sklavin	Sklavin	Sklavin	NN	N.Reg.Nom.Sg.Fem	-	pred	1	-	no	0	direct.speech.1	-	-	-	-
25	25	,	,	--	$,	SYM.Pun.Comma	-	root	4	-	no	0	-	frame.1	-	-	-
27	31	sagte	sagte	sagen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	5	-	no	0	-	frame.1	-	intexpr.1	-
33	35	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	0|79|93|97|175|179|185|190|204|207|212|216|247|248|372|407|411|420|423|438|453|466|472|498|505|510|521|524|532|538|545|560|571	subj	5	-	no	0	-	frame.1	speaker.1_12	-	-
37	44	demüthig	demütig	demütig	ADJD	ADJD.Pos	256|257|258	objd	5	-	no	0	-	frame.1	-	-	-
46	46	.	.	--	$.	SYM.Pun.Sent	-	root	8	-	no	0	-	frame.1	-	-	-
48	51	Hast	Hast	Hast	VAFIN	VFIN.Haben.2.Sg.Pres.Ind	-	root	9	-	yes	1	direct.speech.12	-	-	-	-
53	54	du	du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	2|17|25	subj	9	-	no	1	direct.speech.12	-	-	-	-
56	60	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	12	-	no	1	direct.speech.12	-	-	-	-
62	67	meinen	meinen	meinen	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	-	aux	14	-	no	1	direct.speech.12	-	-	-	-
69	73	Vater	Vater	Vater	NN	N.Reg.Acc.Sg.Masc	-	obja	14	-	no	1	direct.speech.12	-	-	-	-
75	82	begraben	begraben	begraben	VVPP	VPP.Full.Psp	-	root	14	-	no	1	direct.speech.12	-	-	-	-
84	84	?	?	--	$.	SYM.Pun.Sent	-	root	15	-	no	1	direct.speech.12	-	-	-	-
86	87	Wo	Wo	wo	PWAV	PROADV.Inter	-	adv	18	-	yes	2	direct.speech.12	-	-	-	-
89	90	du	du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	2|10|25	subj	18	-	no	2	direct.speech.12	-	-	-	-
92	99	hingehst	hingehst	hingehst	VVFIN	VFIN.Full.2.Sg.Pres.Ind	-	objc	23	-	no	2	direct.speech.12	-	-	-	-
101	101	,	,	--	$,	SYM.Pun.Comma	-	root	19	-	no	2	direct.speech.12	-	-	-	-
103	106	will	will	wollen	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	-	root	20	-	no	2	direct.speech.12	-	-	-	-
108	110	ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	28	subj	20	-	no	2	direct.speech.12	-	-	-	-
112	115	auch	auch	auch	ADV	ADV	-	adv	23	-	no	2	direct.speech.12	-	-	-	-
117	124	hingehen	hingehen	hingehen	VVINF	VINF.Full.-	-	aux	20	-	no	2	direct.speech.12	-	-	-	-
126	126	,	,	--	$,	SYM.Pun.Comma	-	root	24	-	no	2	direct.speech.12	-	-	-	-
128	132	deine	deine	dein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	2|10|17	det	26	-	no	2	direct.speech.12	-	-	-	-
134	139	Heimat	Heimat	Heimat	NN	N.Reg.Acc.Sg.Fem	428|429	subj	27	-	no	2	direct.speech.12	-	-	-	-
141	144	soll	soll	sollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	-	kon	20	-	no	2	direct.speech.12	-	-	-	-
146	150	meine	meine	mein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	21	det	29	-	no	2	direct.speech.12	-	-	-	-
152	157	Heimet	Heimat	Heimat	NN	N.Reg.Nom.Sg.Fem	-	pred	30	-	no	2	direct.speech.12	-	-	-	-
159	162	sein	sein	sein	VAINF	VINF.Sein.-	-	aux	27	-	no	2	direct.speech.12	-	-	-	-
164	164	.	.	--	$.	SYM.Pun.Sent	-	root	31	-	no	2	direct.speech.12	-	-	-	-
166	168	Das	Das	der	ART	ART.Def.Nom.Sg.Neut	-	det	33	-	yes	3	-	-	-	-	-
170	180	Dampfschiff	Dampfschiff	Dampfschiff	NN	N.Reg.Nom.Sg.Neut	-	subj	34	-	no	3	-	-	-	-	-
182	186	stieß	stieß	abstoßen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	34	-	no	3	-	-	-	-	-
188	189	ab	ab	ab	PTKVZ	PART.Verb	-	avz	34	-	no	3	-	-	-	-	-
191	193	vom	vom	von	APPRART	APPRART.Dat.Sg.Masc	-	pp	34	-	no	3	-	-	-	-	-
195	197	Kai	Kai	Kai	NN	N.Reg.Dat.Sg.Masc	-	pn	36	-	no	3	-	-	-	-	-
199	199	.	.	--	$.	SYM.Pun.Sent	-	root	38	-	no	3	-	-	-	-	-
201	202	Da	Da	da	ADV	ADV	-	adv	40	-	yes	4	-	-	-	-	-
204	208	lagen	lagen	liegen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	root	40	-	no	4	-	-	-	-	-
210	212	die	die	der	ART	ART.Def.Nom.Pl.Neut	-	det	44	-	no	4	-	-	-	-	-
214	219	weißen	weißen	weiß	ADJA	ADJA.Pos.Nom.Pl.Neut	-	attr	44	-	no	4	-	-	-	-	-
221	231	dächerlosen	dächerlosen	dächerlos	ADJA	ADJA.Pos.Gen.Pl.Neut	-	attr	44	-	no	4	-	-	-	-	-
233	238	Häuser	Häuser	Haus	NN	N.Reg.Gen.Pl.Neut	-	subj	40	-	no	4	-	-	-	-	-
240	246	Algiers	Algiers	Algier	NE	N.Name.Gen.Sg.Neut	-	gmod	44	-	no	4	-	-	-	-	-
248	249	an	an	an	APPR	APPR.An	-	objp	40	-	no	4	-	-	-	-	-
251	253	den	den	der	ART	ART.Def.Dat.Pl.Masc	89|90|129|130|139	det	48	-	no	4	-	-	-	-	-
255	260	Bergen	Bergen	Berg	NN	N.Reg.Dat.Pl.Masc	89|90|129|130|139	pn	46	-	no	4	-	-	-	-	-
262	264	und	und	und	KON	CONJ.Coord.-	-	kon	40	-	no	4	-	-	-	-	-
266	275	spiegelten	spiegelten	spiegelen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	cj	49	-	no	4	-	-	-	-	-
277	280	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	-	obja	50	-	no	4	-	-	-	-	-
282	283	in	in	in	APPR	APPR.In	-	objp	50	-	no	4	-	-	-	-	-
285	287	dem	dem	der	ART	ART.Def.Dat.Sg.Neut	132|133|134	det	55	-	no	4	-	-	-	-	-
289	294	blauen	blauen	blau	ADJA	ADJA.Pos.Dat.Sg.Neut	132|133|134	attr	55	-	no	4	-	-	-	-	-
296	300	Meere	Meere	Meer	NN	N.Reg.Dat.Sg.Neut	132|133|134	pn	52	-	no	4	-	-	-	-	-
302	302	,	,	--	$,	SYM.Pun.Comma	-	root	56	-	no	4	-	-	-	-	-
304	306	und	und	und	KON	CONJ.Coord.-	-	kon	50	-	no	4	-	-	-	-	-
308	313	drüber	drüber	drüber	PAV	PROADV.Dem	-	pp	60	-	no	4	-	-	-	-	-
315	321	herüber	herüber	herüber	ADV	ADV	-	adv	58	-	no	4	-	-	-	-	-
323	330	schauten	schauten	schauen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	cj	57	-	no	4	-	-	-	-	-
332	334	die	die	der	ART	ART.Def.Nom.Pl.*	-	det	63	-	no	4	-	-	-	-	-
336	340	hohen	hohen	hoch	ADJA	ADJA.Pos.Nom.Pl.*	-	attr	63	-	no	4	-	-	-	-	-
342	349	Minarets	Minaretts	Minarett	NN	N.Reg.Gen.Sg.Neut	-	subj	60	-	no	4	-	-	-	-	-
351	353	und	und	und	KON	CONJ.Coord.-	-	kon	63	-	no	4	-	-	-	-	-
355	357	die	die	der	ART	ART.Def.Acc.Pl.Fem	108|109	det	67	-	no	4	-	-	-	-	-
359	367	schlanken	schlanken	schlank	ADJA	ADJA.Pos.Acc.Pl.Fem	108|109	attr	67	-	no	4	-	-	-	-	-
369	374	Palmen	Palmen	Palme	NN	N.Reg.Acc.Pl.Fem	108|109	cj	64	-	no	4	-	-	-	-	-
376	378	und	und	und	KON	CONJ.Coord.-	-	kon	67	-	no	4	-	-	-	-	-
380	381	in	in	in	APPR	APPR.In	-	pp	73	-	no	4	-	-	-	-	-
383	385	der	der	der	ART	ART.Def.Dat.Sg.Fem	-	det	71	-	no	4	-	-	-	-	-
387	391	Ferne	Ferne	Ferne	NN	N.Reg.Dat.Sg.Fem	-	pn	69	-	no	4	-	-	-	-	-
393	395	die	die	der	ART	ART.Def.Acc.Pl.Masc	-	det	73	-	no	4	-	-	-	-	-
397	402	Gipfel	Gipfel	Gipfel	NN	N.Reg.Acc.Pl.Masc	-	cj	68	-	no	4	-	-	-	-	-
404	406	des	des	der	ART	ART.Def.Gen.Sg.Masc	-	det	75	-	no	4	-	-	-	-	-
408	412	Atlas	Atlas	Atlas	NE	N.Reg.Gen.Sg.Masc	-	gmod	73	-	no	4	-	-	-	-	-
