start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	10	Petrowitsch	Petrowisch	Petrowisch	NN	N.Name.Nom.Sg.*	114|138|238|260|327|338	subj	1	yes	yes	0	-	-	-	-	-
12	15	ließ	ließ	lassen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	1	-	no	0	-	-	-	-	-
17	19	nie	nie	nie	ADV	ADV	-	adv	1	-	no	0	-	-	-	-	-
21	24	eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	-	det	4	-	no	0	-	-	-	-	-
26	36	Gelegenheit	Gelegenheit	Gelegenheit	NN	N.Reg.Acc.Sg.Fem	-	obja	1	-	no	0	-	-	-	-	-
38	49	vorübergehen	vorübergehen	vorübergehen	VVINF	VINF.Full.-	-	obji	1	-	no	0	-	-	-	-	-
51	51	,	,	,	$,	SYM.Pun.Comma	-	root	6	-	no	0	-	-	-	-	-
53	56	ohne	ohne	ohne	KOUI	CONJ.SubInf.-	-	konj	13	-	no	0	-	-	-	-	-
58	60	den	den	d	ART	ART.Def.Dat.Pl.*	-	det	9	-	no	0	-	-	-	-	-
62	70	Deutschen	Deutschen	Deutsche	NN	N.Reg.Dat.Pl.*	-	objd	13	-	no	0	-	-	-	-	-
72	76	einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	-	det	11	-	no	0	-	-	-	-	-
78	81	Hieb	Hieb	Hieb	NN	N.Reg.Acc.Sg.Masc	-	obja	13	-	no	0	-	-	-	-	-
83	84	zu	zu	zu	PTKZU	PART.Zu	-	part	13	-	no	0	-	-	-	-	-
86	94	versetzen	versetzen	versetzen	VVINF	VINF.Full.-	-	root	13	-	no	0	-	-	-	-	-
96	96	.	.	.	$.	SYM.Pun.Sent	-	root	14	-	no	0	-	-	-	-	-
98	98	»	&quot;	&quot;	$(	CARD	-	root	15	-	yes	1	direct.speech.1	-	-	-	-
100	102	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	-	subj	17	-	no	1	direct.speech.1	-	-	-	-
104	109	müssen	müssen	müssen	VMFIN	VFIN.Mod.3.Pl.Pres.Ind	-	root	17	-	no	1	direct.speech.1	-	-	-	-
111	114	sich	sich	sich	PRF	PRO.Refl.Subst.3.Dat.Pl.*	-	objd	23	-	no	1	direct.speech.1	-	-	-	-
116	124	unbedingt	unbedingt	unbedingt	ADV	ADV	-	adv	23	-	no	1	direct.speech.1	-	-	-	-
126	130	einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	27|291|292	det	22	-	no	1	direct.speech.1	-	-	-	-
132	136	neuen	neuen	neu	ADJA	ADJA.Pos.Acc.Sg.Masc	27|291|292	attr	22	-	no	1	direct.speech.1	-	-	-	-
138	143	Mantel	Mantel	Mantel	NN	N.Reg.Acc.Sg.Masc	27|291|292	obja	23	-	no	1	direct.speech.1	-	-	-	-
145	154	anschaffen	anschaffen	anschaffen	VVINF	VINF.Full.-	-	aux	17	-	no	1	direct.speech.1	-	-	-	-
156	156	«	&quot;	&quot;	$(	FM	-	root	24	-	no	1	direct.speech.1	-	-	-	-
158	158	,	,	,	$,	SYM.Pun.Comma	-	root	25	-	no	1	-	frame.1	-	-	-
160	164	fügte	fügte	hinzufügen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	26	-	no	1	-	frame.1	-	intexpr.1	-
166	167	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	20|21|22|291|292	subj	26	-	no	1	-	frame.1	speaker.1	-	-
169	173	hinzu	hinzu	hinzu	PTKVZ	PART.Verb	-	avz	26	-	no	1	-	frame.1	-	intexpr.1	-
175	175	.	.	.	$.	SYM.Pun.Sent	-	root	29	-	no	1	-	frame.1	-	-	-
177	177	»	&quot;	&quot;	$(	CARD	-	root	30	-	yes	2	direct.speech.2	-	-	-	-
179	183	Einen	Einen	eine	ART	ART.Indef.Acc.Sg.Masc	-	det	33	-	no	2	direct.speech.2	-	-	-	-
185	189	neuen	neuen	neu	ADJA	ADJA.Pos.Acc.Sg.Masc	-	attr	33	-	no	2	direct.speech.2	-	-	-	-
191	196	Mantel	Mantel	Mantel	NN	N.Reg.Acc.Sg.Masc	-	root	33	-	no	2	direct.speech.2	-	-	-	-
198	198	?	?	?	$.	SYM.Pun.Sent	-	root	34	-	no	2	direct.speech.2	-	-	-	-
200	200	«	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	-	root	35	-	no	2	direct.speech.2	-	-	-	-
202	206	Akaki	Akaki	Akaki	NE	N.Name.Nom.Sg.Masc	47|55|65|91|98|124|198|199|268|269|275|296	subj	38	yes	yes	3	-	-	speaker.2	-	-
208	219	Akakjewitsch	Akakjewitsch	Akakjewitsch	NE	N.Name.Nom.Sg.Masc	47|55|65|91|98|124|198|199|268|269|275|296	app	36	yes	no	3	-	-	speaker.2	-	-
221	225	wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	-	root	38	-	no	3	-	-	-	-	-
227	228	es	es	es	PPER	PRO.Pers.Subst.3.Acc.Sg.Neut	-	expl	38	-	no	3	-	-	-	-	-
230	236	schwarz	schwarz	schwarz	ADJD	ADJD.Pos	-	pred	38	-	no	3	-	-	-	-	-
238	240	vor	vor	vor	APPR	APPR.Vor	-	pp	38	-	no	3	-	-	-	-	-
242	244	den	den	d	ART	ART.Def.Dat.Pl.Neut	-	det	43	-	no	3	-	-	-	-	-
246	250	Augen	Augen	Auge	NN	N.Reg.Dat.Pl.Neut	-	pn	41	-	no	3	-	-	-	-	-
252	252	.	.	.	$.	SYM.Pun.Sent	-	root	44	-	no	3	-	-	-	-	-
254	255	Es	Es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	-	subj	46	-	yes	4	-	frame.3	-	-	-
257	259	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	46	-	no	4	-	frame.3	-	intexpr.3	-
261	263	ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.*	36|37|55|65|91|98|124|198|199|268|269|275|296	objd	46	-	no	4	-	frame.3	speaker.3	-	-
265	265	,	,	,	$,	SYM.Pun.Comma	-	root	48	-	no	4	-	frame.3	-	-	-
267	269	als	als	als	KOKOM	CONJ.Comp.-	-	root	49	-	no	4	indirect.thought.3	-	-	-	-
271	272	ob	ob	ob	KOUS	CONJ.SubFin.-	-	konj	57	-	no	4	indirect.thought.3	-	-	-	-
274	277	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	-	obja	57	-	no	4	indirect.thought.3	-	-	-	-
279	281	die	die	d	ART	ART.Def.Nom.Sg.Fem	-	det	53	-	no	4	indirect.thought.3	-	-	-	-
283	300	Schneiderwerkstatt	Schneiderwerkstatt	Schneiderwerkstatt	NN	N.Reg.Nom.Sg.Fem	-	subj	57	-	no	4	indirect.thought.3	-	-	-	-
302	303	um	um	um	APPR	APPR.Acc	-	objp	57	-	no	4	indirect.thought.3	-	-	-	-
305	307	ihn	ihn	er	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	36|37|47|65|91|98|124|198|199|268|269|275|296	pn	54	-	no	4	indirect.thought.3	-	-	-	-
309	313	herum	herum	herum	APZR	APZR	-	part	54	-	no	4	indirect.thought.3	-	-	-	-
315	319	drehe	drehe	drehen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	-	root	57	-	no	4	indirect.thought.3	-	-	-	-
