start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	1	Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	-	subj	1	-	yes	0	-	-	-	-	-
3	8	wollte	wollte	wollen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	-	root	1	-	no	0	-	-	-	-	-
10	12	die	die	der	ART	ART.Def.Acc.Sg.Fem	-	det	6	-	no	0	-	-	-	-	-
14	15	in	in	in	APPR	APPR.In	-	pp	5	-	no	0	-	-	-	-	-
17	23	Rußland	Rußland	Rußland	NE	N.Name.Dat.Sg.Neut	-	pn	3	-	no	0	-	-	-	-	-
25	34	empfangene	empfangene	empfangen	ADJA	ADJA.Pos.Acc.Sg.Fem	-	attr	6	-	no	0	-	-	-	-	-
36	42	Scharte	Scharte	Scharte	NN	N.Reg.Acc.Sg.Fem	-	obja	8	-	no	0	-	-	-	-	-
44	49	wieder	wieder	wieder	ADV	ADV	-	adv	8	-	no	0	-	-	-	-	-
51	59	auswetzen	auswetzen	auswetzen	VVINF	VINF.Full.-	-	aux	1	-	no	0	-	-	-	-	-
61	63	und	und	und	KON	CONJ.Coord.-	-	kon	1	-	no	0	-	-	-	-	-
65	69	drang	drang	vordringen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	cj	9	-	no	0	-	-	-	-	-
71	82	unaufhaltsam	unaufhaltsam	unaufhaltsam	ADJD	ADJD.Pos	-	adv	10	-	no	0	-	-	-	-	-
84	86	vor	vor	vor	PTKVZ	PART.Verb	-	avz	10	-	no	0	-	-	-	-	-
88	88	.	.	--	$.	SYM.Pun.Sent	-	root	13	-	no	0	-	-	-	-	-
90	92	Die	Die	der	ART	ART.Def.Nom.Pl.Masc	24|28|159|160|176|551|552|560|567|573|586|596|599|600	det	15	-	yes	1	-	-	-	-	-
94	99	Bauern	Bauern	Bauer	NN	N.Reg.Nom.Pl.Masc	24|28|159|160|176|551|552|560|567|573|586|596|599|600	subj	16	-	no	1	-	-	-	-	-
101	111	erzitterten	erzitterten	erzitteren	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	root	16	-	no	1	-	-	-	-	-
113	115	bei	bei	bei	APPR	APPR.Dat	-	pp	16	-	no	1	-	-	-	-	-
117	121	jedem	jedem	jeder	PIAT	PRO.Indef.Attr.-.Dat.Sg.Masc	-	det	19	-	no	1	-	-	-	-	-
123	135	Kanonendonner	Kanonendonner	Kanonendonner	NN	N.Reg.Dat.Sg.Masc	-	pn	17	-	no	1	-	-	-	-	-
137	137	,	,	--	$,	SYM.Pun.Comma	-	root	20	-	no	1	-	-	-	-	-
139	142	aber	aber	aber	ADV	CONJ.Coord.Aber	-	kon	16	-	no	1	-	-	-	-	-
144	145	so	so	so	ADV	ADV	95|96	adv	23	-	no	1	-	-	-	-	-
147	150	groß	groß	groß	ADJD	ADJD.Pos	95|96	adv	25	-	no	1	-	-	-	-	-
152	155	ihre	ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	14|15|28|159|160|176|551|552|560|567|573|586|596|599|600|95|96	det	25	-	no	1	-	-	-	-	-
157	162	Furcht	Furcht	Furcht	NN	N.Reg.Nom.Sg.Fem	95|96	subj	26	-	no	1	-	-	-	-	-
164	166	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	cj	21	-	no	1	-	-	-	-	-
