start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	0	„	&quot;	&quot;	$(	CARD	14|26|55|56|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	attr	1	-	yes	0	direct.speech.1	-	-	-	-
2	4	Jch	Ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	14|26|55|56|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	subj	2	-	no	0	direct.speech.1	frame.21	speaker.21	-	-
6	9	weiß	weiß	wissen	VVFIN	VFIN.Full.1.Sg.Pres.Ind	-	root	2	-	no	0	direct.speech.1	frame.21	-	intexpr.21	-
11	15	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	2	-	no	0	direct.speech.1	frame.21	-	-	-
17	17	,	,	,	$,	SYM.Pun.Comma	-	root	4	-	no	0	direct.speech.1	frame.21	-	-	-
19	23	Fraue	Frau	Frau	NN	N.Reg.Nom.Sg.Fem	-	vok	2	-	no	0	direct.speech.1	frame.21	-	-	-
25	25	,	,	,	$,	SYM.Pun.Comma	-	root	6	-	no	0	direct.speech.1	frame.21	-	-	-
27	29	was	was	was	PRELS	PRO.Rel.Subst.-.Acc.Sg.Neut	-	subj	9	-	no	0	direct.speech.1|indirect.thought.21	-	-	-	-
31	35	Minne	Minne	Minne	NN	N.Reg.Nom.Sg.Fem	20	pred	9	-	no	0	direct.speech.1|indirect.thought.21	-	-	-	-
37	39	ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	-	rel	5	-	no	0	direct.speech.1|indirect.thought.21	-	-	-	-
41	41	!	!	!	$.	SYM.Pun.Sent	-	root	10	-	no	0	direct.speech.1|indirect.thought.21	-	-	-	-
43	43	“	&quot;	&quot;	$(	CARD	-	root	11	-	no	0	direct.speech.1	-	-	-	-
45	50	Schien	Schien	scheinen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	12	-	yes	1	freeIndirect.thought.20	frame.2	-	intexpr.2	-
52	53	es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	-	subj	12	-	no	1	freeIndirect.thought.20	frame.2	-	-	-
55	57	ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	0|1|26|55|56|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	objd	12	-	no	1	freeIndirect.thought.20	frame.2	speaker.2_1	-	-
59	61	nur	nur	nur	ADV	ADV	-	adv	12	-	no	1	freeIndirect.thought.20	frame.2	-	-	-
63	64	so	so	so	ADV	ADV	-	adv	12	-	no	1	freeIndirect.thought.20	frame.2	-	-	-
66	66	,	,	,	$,	SYM.Pun.Comma	-	root	17	-	no	1	freeIndirect.thought.20	frame.2	-	-	-
68	70	als	als	als	KOUS	CONJ.Comp.-	-	konj	19	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
72	77	drücke	drücke	drücken	VVFIN	VFIN.Full.3.Sg.Pres.Subj	-	neb	12	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
79	81	ihr	ihr	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	8	det	21	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
83	85	Arm	Arm	Arm	NN	N.Reg.Nom.Sg.Masc	-	subj	19	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
87	91	leise	leise	leise	ADJD	ADJD.Pos	-	adv	19	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
93	95	den	den	d	ART	ART.Def.Acc.Sg.Masc	-	det	24	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
97	102	seinen	seinen	seine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	-	obja	19	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
104	104	?	?	?	$.	SYM.Pun.Sent	-	root	25	-	no	1	freeIndirect.thought.20|indirect.thought.2.nonfact.border=state	-	-	-	-
106	107	Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|1|14|55|56|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	subj	27	-	yes	2	reported.speech.22.nonfact	-	speaker.20_5_22	-	-
109	115	schwieg	schwieg	schweigen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	27	-	no	2	reported.speech.22.nonfact	-	-	intexpr.22	-
117	124	verwirrt	verwirrt	verwirrt	ADJD	ADJD.Pos	-	adv	27	-	no	2	reported.speech.22.nonfact	-	-	-	-
126	126	.	.	.	$.	SYM.Pun.Sent	-	root	29	-	no	2	reported.speech.22.nonfact	-	-	-	-
128	128	„	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	42|44|81|89|227|370|503|544|545|546	objd	32	-	yes	3	direct.speech.3	-	-	-	-
130	131	So	So	so	ADV	ADV	42|44|81|89|227|370|503|544|545|546	adv	30	-	no	3	direct.speech.3	-	-	-	-
133	136	sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	-	root	32	-	no	3	direct.speech.3	-	-	-	-
138	140	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	46|83	subj	32	-	no	3	direct.speech.3	-	-	-	-
142	149	wahrlich	wahrlich	wahrlich	ADV	ADV	-	adv	36	-	no	3	direct.speech.3	-	-	-	-
151	153	ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	-	det	36	-	no	3	direct.speech.3	-	-	-	-
155	163	Fremdling	Fremdling	Fremdling	NN	N.Reg.Nom.Sg.Masc	-	pred	32	-	no	3	direct.speech.3	-	-	-	-
165	166	im	im	im	APPRART	APPRART.Dat.Sg.Neut	-	pp	36	-	no	3	direct.speech.3	-	-	-	-
168	172	Leben	Leben	Leben	NN	N.Reg.Dat.Sg.Neut	-	pn	37	-	no	3	direct.speech.3	-	-	-	-
174	174	!	!	!	$.	SYM.Pun.Sent	-	root	39	-	no	3	direct.speech.3	-	-	-	-
176	176	“	&quot;	&quot;	$(	CARD	-	root	40	-	no	3	direct.speech.3	-	-	-	-
178	183	sprach	sprach	sprechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	41	-	no	3	-	frame.3	-	intexpr.3	-
185	187	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	30|31|44|81|89|227|370|503|544|545|546	subj	41	-	no	3	-	frame.3	speaker.3_4_6	-	-
189	189	.	.	.	$.	SYM.Pun.Sent	-	root	43	-	no	3	-	frame.3	-	-	-
191	191	„	&quot;	&quot;	$(	N.Reg.Nom.Sg.Fem	30|31|42|81|89|227|370|503|544|545|546	subj	45	-	yes	4	direct.speech.4	-	-	-	-
193	198	Halten	Halten	Halt	NN	VFIN.Full.3.Pl.Pres.Ind	-	root	45	-	no	4	direct.speech.4	-	-	-	-
200	202	Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	33|83	pred	45	-	no	4	direct.speech.4	-	-	-	-
204	207	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	-	obja	45	-	no	4	direct.speech.4	-	-	-	-
209	219	absichtlich	absichtlich	absichtlich	ADJD	ADJD.Pos	-	adv	49	-	no	4	direct.speech.4	-	-	-	-
221	224	fern	fern	fern	ADJD	ADJD.Pos	-	adv	50	-	no	4	direct.speech.4	-	-	-	-
226	228	von	von	von	APPR	APPR.Dat	-	pp	45	-	no	4	direct.speech.4	-	-	-	-
230	232	den	den	d	ART	ART.Def.Dat.Pl.Fem	-	det	52	-	no	4	direct.speech.4	-	-	-	-
234	239	Frauen	Frauen	Frau	NN	N.Reg.Dat.Pl.Fem	-	pn	50	-	no	4	direct.speech.4	-	-	-	-
241	241	?	?	?	$.	SYM.Pun.Sent	-	root	53	-	no	4	direct.speech.4	-	-	-	-
243	243	“	&quot;	&quot;	$(	CARD	-	root	54	-	no	4	direct.speech.4	-	-	-	-
245	245	„	&quot;	&quot;	$(	N.Reg.*.*.Neut	0|1|14|26|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	subj	57	-	yes	5	direct.speech.5	-	-	-	-
247	249	Jch	Ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	0|1|14|26|158|159|176|187|202|206|210|235|239|267|270|275|281|289|293|315	app	55	-	no	5	direct.speech.5	-	-	-	-
251	255	halte	halte	fernhalten	VVFIN	VFIN.Full.1.Sg.Pres.Ind	-	root	57	-	no	5	direct.speech.5	-	-	-	-
257	260	mich	mich	ich	PPER	PRO.Refl.Subst.1.Acc.Sg.*	63|67|92|98|103|113	obja	57	-	no	5	direct.speech.5	-	-	-	-
262	266	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	57	-	no	5	direct.speech.5	-	-	-	-
268	271	fern	fern	fern	PTKVZ	PART.Verb	-	avz	57	-	no	5	direct.speech.5	-	-	-	-
