start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	0	–	-	--	$(	SYM.Pun.Hyph	-	root	0	-	yes	0	-	-	-	-	-
2	10	Klarinett	Klarinette	Klarinette	NN	N.Reg.Acc.Sg.Fem	14|55|79|537|538|539|540|554	root	1	-	no	0	-	frame.2	speaker.2_1_3	-	-
12	12	,	,	--	$,	SYM.Pun.Comma	-	root	2	-	no	0	-	frame.2	-	-	-
14	16	mit	mit	mit	APPR	APPR.Dat	-	pp	9	-	no	0	reported.speech.1	frame.2	-	-	-
18	27	zierlichen	zierlichen	zierlich	ADJA	ADJA.Pos.Dat.Pl.Fem	-	attr	5	-	no	0	reported.speech.1	frame.2	-	-	-
29	33	Reden	Reden	Rede	NN	N.Reg.Dat.Pl.Fem	-	pn	3	-	no	0	reported.speech.1	frame.2	-	intexpr.1	-
35	37	den	den	der	ART	ART.Def.Acc.Sg.Masc	-	det	8	-	no	0	reported.speech.1	frame.2	-	-	-
39	50	verursachten	verursachten	verursacht	ADJA	ADJA.Pos.Acc.Sg.Masc	-	attr	8	-	no	0	reported.speech.1	frame.2	-	-	-
52	58	Schreck	Schreck	Schreck	NN	N.Reg.Acc.Sg.Masc	-	obja	9	-	no	0	reported.speech.1	frame.2	-	-	-
60	73	entschuldigend	entschuldigend	entschuldigend	ADJD	ADJD.Pos	-	adv	14	-	no	0	reported.speech.1	frame.2	-	-	-
75	75	,	,	--	$,	SYM.Pun.Comma	-	root	10	-	no	0	-	frame.2	-	-	-
77	84	erzählte	erzählte	erzählen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	par	9	-	no	0	-	frame.2	-	intexpr.2	-
86	88	nun	nun	nun	ADV	ADV	-	adv	11	-	no	0	-	frame.2	-	-	-
90	90	,	,	--	$,	SYM.Pun.Comma	-	root	13	-	no	0	-	frame.2	-	-	-
92	94	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	1|55|79|537|538|539|540|554	subj	15	-	no	0	indirect.speech.2	-	-	-	-
96	100	seien	seien	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Subj	-	root	15	-	no	0	indirect.speech.2	-	-	-	-
102	107	fremde	fremde	fremd	ADJA	ADJA.Pos.Nom.Pl.Masc	19|24	attr	17	-	no	0	indirect.speech.2	-	-	-	-
109	117	Kavaliere	Kavaliere	Kavaliere	NN	N.Reg.Nom.Pl.Masc	19|24	pred	15	-	no	0	indirect.speech.2	-	-	-	-
119	119	,	,	--	$,	SYM.Pun.Comma	-	root	18	-	no	0	indirect.speech.2	-	-	-	-
121	123	die	die	der	PRELS	PRO.Rel.Subst.-.Nom.Pl.Masc	16|17|24	root	19	-	no	0	indirect.speech.2	-	-	-	-
125	127	vom	vom	von	APPRART	APPRART.Dat.Sg.Masc	-	pp	26	-	no	0	indirect.speech.2	-	-	-	-
129	141	Westfälischen	Westfälischen	westfälisch	ADJA	ADJA.Pos.Dat.Sg.Masc	-	attr	22	-	no	0	indirect.speech.2	-	-	-	-
143	149	Frieden	Frieden	Frieden	NN	N.Reg.Dat.Sg.Masc	-	pn	20	-	no	0	indirect.speech.2	-	-	-	-
151	154	nach	nach	nach	APPR	APPR.Dat	-	kon	20	-	no	0	indirect.speech.2	-	-	-	-
156	160	ihren	ihren	ihr	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Fem	16|17|19	det	25	-	no	0	indirect.speech.2	-	-	-	-
162	173	Herrschaften	Herrschaften	Herrschaft	NN	N.Reg.Dat.Pl.Fem	-	pn	23	-	no	0	indirect.speech.2	-	-	-	-
175	181	reisend	reisend	reisend	VVPP	ADJD.Pos	-	root	26	-	no	0	indirect.speech.2	-	-	-	-
183	183	,	,	--	$,	SYM.Pun.Comma	-	root	27	-	no	0	indirect.speech.2	-	-	-	-
185	186	in	in	in	APPR	APPR.In	-	root	28	-	no	0	indirect.speech.2	-	-	-	-
188	192	jenem	jenem	jener	PDAT	PRO.Dem.Attr.-.Dat.Sg.Masc	-	det	30	-	no	0	indirect.speech.2	-	-	-	-
194	197	Wald	Wald	Wald	NN	N.Reg.Dat.Sg.Masc	-	pn	28	-	no	0	indirect.speech.2	-	-	-	-
199	201	von	von	von	APPR	APPR.Dat	-	pp	30	-	no	0	indirect.speech.2	-	-	-	-
203	209	Räubern	Räubern	Räuber	NN	N.Reg.Dat.Pl.Masc	-	pn	31	-	no	0	indirect.speech.2	-	-	-	-
211	220	überfallen	überfallen	überfallen	VVPP	VPP.Full.Psp	-	root	33	-	no	0	indirect.speech.2	-	-	-	-
222	227	worden	worden	werden	VAPP	VPP.Aux.Psp	-	root	34	-	no	0	indirect.speech.2	-	-	-	-
229	229	,	,	--	$,	SYM.Pun.Comma	-	root	35	-	no	0	indirect.speech.2	-	-	-	-
231	244	Haushofmeister	Haushofmeister	Haushofmeister	NN	N.Reg.Nom.Pl.Masc	-	root	36	-	no	0	indirect.speech.2	-	-	-	-
246	246	,	,	--	$,	SYM.Pun.Comma	-	root	37	-	no	0	indirect.speech.2	-	-	-	-
248	255	Kutscher	Kutscher	Kutscher	NN	N.Reg.Nom.Pl.Masc	-	subj	43	-	no	0	indirect.speech.2	-	-	-	-
257	257	,	,	--	$,	SYM.Pun.Comma	-	root	39	-	no	0	indirect.speech.2	-	-	-	-
259	267	Leibhusar	Leibhusar	Leibhusar	NN	N.Name.Nom.Sg.Masc	-	app	38	yes	no	0	indirect.speech.2	-	-	-	-
269	269	,	,	--	$,	SYM.Pun.Comma	-	root	41	-	no	0	indirect.speech.2	-	-	-	-
271	275	alles	alles	alle	PIS	PRO.Indef.Subst.-.Nom.Sg.Neut	-	adv	38	-	no	0	indirect.speech.2	-	-	-	-
277	279	sei	sei	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Subj	-	root	43	-	no	0	indirect.speech.2	-	-	-	-
281	290	erschossen	erschossen	erschießen	VVPP	VPP.Full.Psp	-	aux	43	-	no	0	indirect.speech.2	-	-	-	-
292	292	;	;	--	$.	SYM.Pun.Sent	-	root	45	-	no	0	indirect.speech.2	-	-	-	-
294	296	und	und	und	KON	CONJ.Coord.-	-	root	46	-	no	0	indirect.speech.2	-	-	-	-
298	299	da	da	da	KOUS	CONJ.SubFin.-	-	root	47	-	no	0	indirect.speech.2	-	-	-	-
301	303	das	das	der	ART	ART.Def.Nom.Sg.Neut	136|137|314|315|346	det	49	-	no	0	indirect.speech.2	-	-	-	-
305	312	Fräulein	Fräulein	Fräulein	NN	N.Reg.Nom.Sg.Neut	136|137|314|315|346	root	49	-	no	0	indirect.speech.2	-	-	-	-
314	316	auf	auf	auf	APPR	APPR.Auf	136|137|314|315|346	pp	49	-	no	0	indirect.speech.2	-	-	-	-
318	320	die	die	der	ART	ART.Def.Acc.Sg.Fem	136|137|314|315|346	det	52	-	no	0	indirect.speech.2	frame.3	-	-	-
322	326	Frage	Frage	Frage	NN	N.Reg.Acc.Sg.Fem	136|137|314|315|346	pn	50	-	no	0	indirect.speech.2	frame.3	-	intexpr.3	-
328	328	:	:	--	$.	SYM.Pun.Colon	-	root	53	-	no	0	indirect.speech.2	frame.3	-	-	-
330	331	ob	ob	ob	KOUS	CONJ.SubFin.-	-	root	54	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
333	335	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	1|14|79|537|538|539|540|554	root	55	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
337	338	in	in	in	APPR	APPR.In	-	pp	55	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
340	348	Tztschneß	Tztschneß	Tztschneß	NE	N.Name.Dat.Sg.Neut	-	pn	56	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
350	355	hinter	hinter	hinter	APPR	APPR.Hinter	-	pp	57	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
357	363	Tzquali	Tzquali	Tzquali	NE	N.Name.Dat.Sg.Neut	-	pn	58	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
365	366	in	in	in	APPR	APPR.In	-	pp	59	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
368	376	Mingrelim	Mingrelim	Mingrelim	NE	N.Name.Dat.Sg.Neut	-	pn	60	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
378	384	bekannt	bekannt	bekannt	PTKVZ	PART.Verb	-	root	62	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
386	386	?	?	--	$.	SYM.Pun.Sent	-	root	63	-	no	0	indirect.speech.2|indirect.speech.3	-	-	-	-
388	390	mit	mit	mit	APPR	APPR.Dat	-	pp	67	-	yes	1	indirect.speech.2	-	-	-	-
392	394	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	70|601|602	det	66	-	no	1	indirect.speech.2	-	-	-	-
396	399	Kopf	Kopf	Kopf	NN	N.Reg.Dat.Sg.Masc	70|601|602	pn	64	-	no	1	indirect.speech.2	-	-	-	-
401	410	schüttelte	schüttelte	schütteln	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	67	-	no	1	indirect.speech.2	-	-	-	-
412	412	,	,	--	$,	SYM.Pun.Comma	-	root	68	-	no	1	indirect.speech.2	-	-	-	-
414	422	bedauerte	bedauerte	bedauern	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	s	67	-	no	1	indirect.speech.2	-	-	-	-
424	425	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	65|66|601|602	subj	69	-	no	1	indirect.speech.2	-	-	-	-
427	429	das	das	der	PDS	PRO.Dem.Subst.-.Acc.Sg.Neut	-	obja	69	-	no	1	indirect.speech.2	-	-	-	-
431	434	sehr	sehr	sehr	ADV	ADV	-	adv	69	-	no	1	indirect.speech.2	-	-	-	-
436	436	,	,	--	$,	SYM.Pun.Comma	-	root	73	-	no	1	indirect.speech.2	-	-	-	-
438	441	denn	denn	denn	KON	CONJ.Coord.Denn	-	kon	69	-	no	1	indirect.speech.2	-	-	-	-
443	448	gerade	gerade	gerade	ADV	ADV	-	adv	76	-	no	1	indirect.speech.2	-	-	-	-
450	452	von	von	von	APPR	APPR.Dat	-	pp	78	-	no	1	indirect.speech.2	-	-	-	-
454	457	dort	dort	dort	ADV	ADV	-	adv	76	-	no	1	indirect.speech.2	-	-	-	-
459	463	seien	seien	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Subj	-	cj	74	-	no	1	indirect.speech.2	-	-	-	-
465	467	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	1|14|55|537|538|539|540|554	subj	78	-	no	1	indirect.speech.2	-	-	-	-
469	471	her	her	her	PTKVZ	PART.Verb	-	avz	78	-	no	1	indirect.speech.2	-	-	-	-
473	473	.	.	--	$.	SYM.Pun.Sent	-	root	81	-	no	1	indirect.speech.2	-	-	-	-
475	481	Suppius	Suppius	Suppius	NE	N.Name.Nom.Sg.Masc	267|285|325	objd	83	yes	yes	2	-	-	-	-	-
483	489	stürzte	stürzte	ausstürzen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	83	-	no	2	-	-	-	-	-
491	493	ein	ein	ein	ART	ART.Indef.Acc.Sg.Neut	92|97|108|110|119|134|146|153|159|166|168|185|201|254|263	det	85	-	no	2	-	-	-	-	-
495	498	Glas	Glas	Glas	NN	N.Reg.Acc.Sg.Neut	92|97|108|110|119|134|146|153|159|166|168|185|201|254|263	subj	83	-	no	2	-	-	-	-	-
500	508	Ungarwein	Ungarwein	Ungarwein	NN	N.Reg.Nom.Sg.Neut	92|97|108|110|119|134|146|153|159|166|168|185|201|254|263	app	85	-	no	2	-	-	-	-	-
510	511	so	so	so	ADV	ADV	-	adv	88	-	no	2	-	-	-	-	-
513	517	eilig	eilig	eilig	ADJD	ADJD.Pos	-	adv	83	-	no	2	-	-	-	-	-
519	521	aus	aus	aus	PTKVZ	PART.Verb	-	avz	83	-	no	2	-	-	-	-	-
523	523	,	,	--	$,	SYM.Pun.Comma	-	root	90	-	no	2	-	-	-	-	-
525	527	daß	daß	daß	KOUS	CONJ.SubFin.-	-	konj	99	-	no	2	-	-	-	-	-
529	530	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	84|85|86|97|108|110|119|134|146|153|159|166|168|185|201|254|263	subj	99	-	no	2	-	-	-	-	-
532	535	sich	sich	sich	PRF	PRO.Refl.Subst.3.Dat.Sg.*	-	objd	99	-	no	2	-	-	-	-	-
537	539	den	den	der	ART	ART.Def.Acc.Sg.Masc	-	det	96	-	no	2	-	-	-	-	-
541	550	gestickten	gestickten	gestickt	ADJA	ADJA.Pos.Acc.Sg.Masc	-	attr	96	-	no	2	-	-	-	-	-
552	557	Zipfel	Zipfel	Zipfel	NN	N.Reg.Acc.Sg.Masc	-	obja	99	-	no	2	-	-	-	-	-
559	564	seiner	seiner	sein	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Fem	84|85|86|92|108|110|119|134|146|153|159|166|168|185|201|254|263	det	98	-	no	2	-	-	-	-	-
566	574	Halsbinde	Halsbinde	Halsbinde	NN	N.Reg.Gen.Sg.Fem	-	gmod	96	-	no	2	-	-	-	-	-
576	580	begoß	begoß	begießen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	objc	83	-	no	2	-	-	-	-	-
