start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	9	Angeklagte	Angeklagte	angeklagter	NN	N.Reg.Nom.Sg.Masc	491|492	root	0	-	yes	0	-	frame.1	speaker.1	-	-
11	11	:	:	--	$.	SYM.Pun.Colon	-	root	1	-	no	0	-	frame.1	-	-	-
13	13	»	&quot;	&quot;	$(	N.Name.*.*.*	-	root	2	-	no	0	direct.speech.1	-	-	-	-
15	17	Ja.	Ja.	Ja.	NE	N.Name.*.*.*	331	root	3	-	no	0	direct.speech.1	-	-	-	-
19	19	«	&quot;	&quot;	$(	N.Name.*.*.*	-	root	4	-	no	0	direct.speech.1	-	-	-	-
21	21	–	-	--	$(	SYM.Pun.Hyph	-	root	5	-	no	0	-	-	-	-	-
23	34	Vorsitzender	Vorsitzender	vorsitzend	NN	N.Reg.Nom.Sg.Masc	-	root	6	-	no	0	-	frame.2	speaker.2	-	-
36	36	:	:	--	$.	SYM.Pun.Colon	-	root	7	-	no	0	-	frame.2	-	-	-
38	38	»	&quot;	&quot;	$(	N.Name.Nom.Sg.*	-	root	8	-	yes	1	direct.speech.2	-	-	-	-
40	44	Damit	Damit	damit	PAV	PROADV.Dem	-	pp	10	-	no	1	direct.speech.2	-	-	-	-
46	49	sind	sind	sein	VAFIN	VFIN.Sein.1.Pl.Pres.Ind	-	root	10	-	no	1	direct.speech.2	-	-	-	-
51	53	wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	15	subj	10	-	no	1	direct.speech.2	-	-	-	-
55	57	bei	bei	bei	APPR	APPR.Dat	-	pp	17	-	no	1	direct.speech.2	-	-	-	-
59	61	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	-	det	14	-	no	1	direct.speech.2	-	-	-	-
63	73	Schwerpunkt	Schwerpunkt	Schwerpunkt	NN	N.Reg.Dat.Sg.Masc	-	pn	12	-	no	1	direct.speech.2	-	-	-	-
