start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	1	So	So	so	ADV	ADV	-	adv	1	-	yes	0	-	frame.16	-	-	-
3	12	schneidend	schneidend	schneidend	ADJD	ADJD.Pos	-	adv	2	-	no	0	-	frame.16	-	-	-
14	16	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	2	-	no	0	-	frame.16	-	-	-
18	19	es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	-	expl	18	-	no	0	-	frame.16	-	-	-
21	23	ihm	ihm	ihm	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	15|33|41	objd	10	-	no	0	-	frame.16	speaker.16	-	-
25	28	noch	noch	noch	ADV	ADV	-	adv	6	-	no	0	-	frame.16	-	-	-
30	34	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	10	-	no	0	-	frame.16	-	-	-
36	37	in	in	in	APPR	APPR.In	-	objp	10	-	no	0	-	frame.16	-	intexpr.16	-
39	41	die	die	der	ART	ART.Def.Acc.Sg.Fem	-	det	9	-	no	0	-	frame.16	-	intexpr.16	-
43	47	Seele	Seele	Seele	NN	N.Reg.Acc.Sg.Fem	-	pn	7	-	no	0	-	frame.16	-	intexpr.16	-
49	59	eingegangen	eingegangen	eingehen	VVPP	VPP.Full.Psp	-	aux	2	-	no	0	-	frame.16	-	intexpr.16	-
61	61	,	,	--	$,	SYM.Pun.Comma	-	root	11	-	no	0	-	frame.16	-	-	-
63	67	welch	welch	welcher	PWAT	PRO.Inter.Attr.-.*.*.*	-	det	14	-	no	0	indirect.thought.16	-	-	-	-
69	73	große	große	groß	ADJA	ADJA.Pos.Acc.Sg.Fem	-	attr	14	-	no	0	indirect.thought.16	-	-	-	-
75	87	Verantwortung	Verantwortung	Verantwortung	NN	N.Reg.Acc.Sg.Fem	-	obja	18	-	no	0	indirect.thought.16	-	-	-	-
89	90	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	4|33|41	subj	18	-	no	0	indirect.thought.16	-	-	-	-
92	94	auf	auf	auf	APPR	APPR.Auf	-	objp	18	-	no	0	indirect.thought.16	-	-	-	-
96	99	sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	-	pn	16	-	no	0	indirect.thought.16	-	-	-	-
101	105	nehme	nehme	nehmen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	-	subjc	2	-	no	0	indirect.thought.16	-	-	-	-
107	111	durch	durch	durch	APPR	APPR.Acc	-	pp	18	-	no	0	indirect.thought.16	-	-	-	-
113	115	die	die	der	ART	ART.Def.Acc.Sg.Fem	-	det	21	-	no	0	indirect.thought.16	-	-	-	-
117	128	Verheiratung	Verheiratung	Verheiratung	NN	N.Reg.Acc.Sg.Fem	-	pn	19	-	no	0	indirect.thought.16	-	-	-	-
130	131	in	in	in	APPR	APPR.In	-	pp	18	-	no	0	indirect.thought.16	-	-	-	-
133	134	so	so	so	ADV	ADV	-	adv	24	-	no	0	indirect.thought.16	-	-	-	-
136	145	Ungewissen	Ungewissen	ungewissen	ADJA	ADJA.Pos.Dat.Pl.Masc	-	attr	25	-	no	0	indirect.thought.16	-	-	-	-
147	151	Tagen	Tagen	Tag	NN	N.Reg.Dat.Pl.Masc	-	pn	22	-	no	0	indirect.thought.16	-	-	-	-
153	153	,	,	--	$,	SYM.Pun.Comma	-	root	26	-	no	0	-	-	-	-	-
155	157	als	als	als	KOUS	CONJ.Comp.-	-	root	27	-	no	0	-	-	-	-	-
159	163	jetzt	jetzt	jetzt	ADV	ADV	-	cj	27	-	no	0	-	-	-	-	-
165	165	,	,	--	$,	SYM.Pun.Comma	-	root	29	-	no	0	-	-	-	-	-
167	168	wo	wo	wo	PWAV	PROADV.Inter	-	adv	36	-	no	0	-	-	-	-	-
170	172	die	die	der	ART	ART.Def.Nom.Pl.Fem	286|287	det	32	-	no	0	-	-	-	-	-
174	180	Kanonen	Kanonen	Kanone	NN	N.Reg.Nom.Pl.Fem	286|287	subj	36	-	no	0	-	-	-	-	-
182	184	ihm	ihm	ihm	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	4|15|41	objd	36	-	no	0	-	-	-	-	-
