start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	2	Der	Der	der	ART	ART.Def.Nom.Sg.Masc	92|93|94|104|119|120|121|159|160|245|246	det	1	-	yes	0	-	-	-	-	-
4	9	Despot	Despot	Despot	NN	N.Reg.Nom.Sg.Masc	92|93|94|104|119|120|121|159|160|245|246	root	1	-	no	0	-	-	-	-	-
11	13	von	von	von	APPR	APPR.Dat	92|93|94|104|119|120|121|159|160|245|246	pp	1	-	no	0	-	-	-	-	-
15	21	Kyrghyn	Kyrghyn	Kyrghyn	NE	N.Name.Dat.Sg.Neut	92|93|94|104|119|120|121|159|160|245|246	pn	2	yes	no	0	-	-	-	-	-
23	23	.	.	--	$.	SYM.Pun.Sent	-	root	4	-	no	0	-	-	-	-	-
25	27	Von	Von	von	APPR	APPR.Dat	-	root	5	-	yes	1	-	-	-	-	-
29	32	Roda	Rode	Rode	NE	VIMP.Full.2.Sg	-	root	6	yes	yes	2	-	-	-	-	-
34	37	Roda	Rode	Rode	NE	VFIN.Full.3.Sg.Pres.Subj	-	app	6	yes	no	2	-	-	-	-	-
39	39	,	,	--	$,	SYM.Pun.Comma	-	root	8	-	no	2	-	-	-	-	-
41	46	Berlin	Berlin	Berlin	NE	N.Name.Dat.Sg.Neut	-	root	9	-	yes	3	-	-	-	-	-
48	48	.	.	--	$.	SYM.Pun.Sent	-	root	10	-	no	3	-	-	-	-	-
50	50	[	[	[	$(	SYM.Paren.Left	-	root	11	-	yes	4	-	-	-	-	-
52	60	Nachdruck	Nachdruck	Nachdruck	NN	N.Reg.Dat.Sg.Masc	-	subj	13	-	no	4	-	-	-	-	-
62	69	verboten	verboten	verbieten	VVPP	VPP.Full.Psp	-	root	13	-	no	4	-	-	-	-	-
71	71	.	.	--	$.	SYM.Pun.Sent	-	root	14	-	no	4	-	-	-	-	-
73	74	Jm	Im	in	APPRART	APPRART.Dat.Sg.Neut	115	root	15	-	yes	5	-	-	-	-	-
76	80	Jahre	Jahre	Jahr	NN	N.Reg.Dat.Sg.Neut	-	zeit	20	-	no	5	-	-	-	-	-
82	85	1312	1312	1312	CARD	CARD	-	app	16	-	no	5	-	-	-	-	-
87	89	der	der	der	ART	ART.Def.Gen.Sg.Fem	-	det	19	-	no	5	-	-	-	-	-
91	96	Hedjra	Hedjra	Hedjra	NN	N.Name.Gen.Sg.Fem	-	gmod	17	-	no	5	-	-	-	-	-
98	105	gelangte	gelangte	gelangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	20	-	no	5	-	-	-	-	-
107	109	auf	auf	auf	APPR	APPR.Auf	-	pp	20	-	no	5	-	-	-	-	-
111	113	dem	dem	der	ART	ART.Def.Dat.Sg.Masc	26	det	23	-	no	5	-	-	-	-	-
115	119	Souk=	Souk	Souk	NN	N.Name.*.*.*	26	pn	21	-	no	5	-	-	-	-	-
121	128	Archipel	Archipel	Archipel	NN	N.Reg.Dat.Sg.Neut	36	subj	20	-	no	5	-	-	-	-	-
130	130	,	,	--	$,	SYM.Pun.Comma	36	root	25	-	no	5	-	-	-	-	-
132	137	dessen	dessen	der	PRELAT	PRO.Rel.Attr.-.Gen.Sg.Neut	22|23|36	det	27	-	no	5	-	-	-	-	-
139	148	Hauptinsel	Hauptinsel	Hauptinsel	NN	N.Reg.Nom.Sg.Fem	28|36	subj	29	-	no	5	-	-	-	-	-
150	156	Kyrghyn	Kyrghyn	Kyrghyn	NE	N.Name.Nom.Sg.Fem	27|36	app	27	-	no	5	-	-	-	-	-
158	162	heißt	heißt	heißen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	36	rel	24	-	no	5	-	-	-	-	-
164	164	,	,	--	$,	SYM.Pun.Comma	36	root	30	-	no	5	-	-	-	-	-
166	168	ein	ein	ein	ART	ART.Indef.Nom.Sg.Masc	36	det	32	-	no	5	-	-	-	-	-
170	178	Herrscher	Herrscher	Herrscher	NN	N.Reg.Nom.Sg.Masc	36	app	24	-	no	5	-	-	speaker.1_2	-	-
180	182	zur	zur	zu	APPRART	APPRART.Dat.Sg.Fem	-	pp	32	-	no	5	-	-	-	-	-
184	192	Regierung	Regierung	Regierung	NN	N.Reg.Dat.Sg.Fem	-	pn	33	-	no	5	-	-	-	-	-
194	194	,	,	--	$,	SYM.Pun.Comma	-	root	35	-	no	5	-	-	-	-	-
196	198	der	der	der	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	24|25|26|27|28|29|30|31|32	subj	44	-	no	5	-	-	-	-	-
200	206	alsbald	alsbald	alsbald	ADV	ADV	-	adv	44	-	no	5	-	-	-	-	-
208	210	das	das	der	ART	ART.Def.Acc.Sg.Neut	-	det	40	-	no	5	-	-	-	-	-
212	216	ganze	ganze	ganz	ADJA	ADJA.Pos.Acc.Sg.Neut	-	attr	40	-	no	5	-	-	-	-	-
218	222	Reich	Reich	Reich	NN	N.Reg.Acc.Sg.Neut	-	obja	44	-	no	5	-	-	-	-	-
224	226	mit	mit	mit	APPR	APPR.Dat	-	objp	44	-	no	5	-	-	-	-	-
228	236	lähmendem	lähmendem	lähmend	ADJA	ADJA.Pos.Dat.Sg.Neut	-	attr	43	-	no	5	-	-	-	-	-
238	243	Grauen	Grauen	Grauen	NN	N.Reg.Dat.Sg.Neut	-	pn	41	-	no	5	-	-	-	-	-
245	252	erfüllte	erfüllte	erfüllen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	rel	32	-	no	5	-	-	-	-	-
