start	end	tok	normtok	lemma	pos	rfpos	coreference	dependency	parentID	NER	sentstart	senID	stwr	frame	speaker	intexpr	note
0	1	Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	5|10|19|25|38|42|48|53	subj	1	-	yes	0	-	-	-	-	-
3	5	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	root	1	-	no	0	-	-	-	-	-
7	15	entlassen	entlassen	entlassen	VVPP	VPP.Full.Psp	-	aux	1	-	no	0	-	-	-	-	-
17	17	,	,	--	$,	SYM.Pun.Comma	-	root	3	-	no	0	-	-	-	-	-
19	21	und	und	und	KON	CONJ.Coord.-	-	kon	1	-	no	0	-	frame.18	-	-	-
23	24	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|10|19|25|38|42|48|53	subj	6	-	no	0	-	frame.18	speaker.18	-	-
26	32	begriff	begriff	begreifen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	cj	4	-	no	0	-	frame.18	-	intexpr.18	-
34	38	nicht	nicht	nicht	PTKNEG	PART.Neg	-	adv	6	-	no	0	-	frame.18	-	-	-
40	40	,	,	--	$,	SYM.Pun.Comma	-	root	8	-	no	0	-	frame.18	-	-	-
42	48	weshalb	weshalb	weshalb	PWAV	PROADV.Inter	-	adv	16	-	no	0	indirect.thought.18.nonfact	-	-	-	-
50	51	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|5|19|25|38|42|48|53	subj	16	-	no	0	indirect.thought.18.nonfact	-	-	-	-
53	54	so	so	so	ADV	ADV	-	adv	12	-	no	0	indirect.thought.18.nonfact	-	-	-	-
56	63	mißmutig	mißmutig	mißmutig	ADJD	ADJD.Pos	-	adv	16	-	no	0	indirect.thought.18.nonfact	-	-	-	-
65	69	durch	durch	durch	APPR	APPR.Acc	-	objp	16	-	no	0	indirect.thought.18.nonfact	-	-	-	-
71	73	die	die	der	ART	ART.Def.Acc.Pl.Fem	-	det	15	-	no	0	indirect.thought.18.nonfact	-	-	-	-
75	81	Straßen	Straßen	Straße	NN	N.Reg.Acc.Pl.Fem	-	pn	13	-	no	0	indirect.thought.18.nonfact	-	-	-	-
83	86	ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	objc	6	-	no	0	indirect.thought.18.nonfact	-	-	-	-
88	88	,	,	--	$,	SYM.Pun.Comma	-	root	17	-	no	0	indirect.thought.18.nonfact	-	-	-	-
90	91	da	da	da	KOUS	CONJ.SubFin.-	-	konj	35	-	no	0	indirect.thought.18.nonfact	-	-	-	-
93	94	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|5|10|25|38|42|48|53	subj	35	-	no	0	indirect.thought.18.nonfact	-	-	-	-
96	99	doch	doch	doch	ADV	ADV	-	adv	34	-	no	0	indirect.thought.18.nonfact	-	-	-	-
101	103	der	der	der	ART	ART.Def.Dat.Sg.Fem	24	det	22	-	no	0	indirect.thought.18.nonfact	-	-	-	-
105	110	Gefahr	Gefahr	Gefahr	NN	N.Reg.Dat.Sg.Fem	24	objd	34	-	no	0	indirect.thought.18.nonfact	-	-	-	-
112	112	,	,	--	$,	SYM.Pun.Comma	-	root	23	-	no	0	indirect.thought.18.nonfact	-	-	-	-
114	116	die	die	der	PRELS	PRO.Rel.Subst.-.Acc.Sg.Fem	21|22	obja	31	-	no	0	indirect.thought.18.nonfact	-	-	-	-
118	119	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|5|10|19|38|42|48|53	subj	32	-	no	0	indirect.thought.18.nonfact	-	-	-	-
121	122	in	in	in	APPR	APPR.In	-	pp	31	-	no	0	indirect.thought.18.nonfact	-	-	-	-
124	129	diesen	diesen	dieser	PDAT	PRO.Dem.Attr.-.Dat.Pl.Masc	-	det	28	-	no	0	indirect.thought.18.nonfact	-	-	-	-
131	135	Tagen	Tagen	Tag	NN	N.Reg.Dat.Pl.Masc	-	pn	26	-	no	0	indirect.thought.18.nonfact	-	-	-	-
137	138	am	am	an	PTKA	PART.Deg	-	adv	30	-	no	0	indirect.thought.18.nonfact	-	-	-	-
140	146	meisten	meisten	meister	PIS	PRO.Indef.Subst.-.*.*.*	-	adv	31	-	no	0	indirect.thought.18.nonfact	-	-	-	-
148	157	gefürchtet	gefürchtet	fürchten	VVPP	VPP.Full.Psp	-	aux	32	-	no	0	indirect.thought.18.nonfact	-	-	-	-
159	163	hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	-	rel	22	-	no	0	indirect.thought.18.nonfact	-	-	-	-
165	165	,	,	--	$,	SYM.Pun.Comma	-	root	33	-	no	0	indirect.thought.18.nonfact	-	-	-	-
167	175	entgangen	entgangen	entgehen	VVPP	VPP.Full.Psp	-	aux	35	-	no	0	indirect.thought.18.nonfact	-	-	-	-
177	179	war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	-	neb	16	-	no	0	indirect.thought.18.nonfact	-	-	-	-
181	181	.	.	--	$.	SYM.Pun.Sent	-	root	36	-	no	0	indirect.thought.18.nonfact	-	-	-	-
183	185	Als	Als	als	KOUS	CONJ.SubFin.-	-	root	37	-	yes	1	-	-	-	-	-
187	188	er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	0|5|10|19|25|42|48|53	root	38	-	no	1	-	-	-	-	-
190	192	des	des	der	ART	ART.Def.Gen.Sg.Masc	-	det	40	-	no	1	-	-	-	-	-
194	199	Abends	Abends	Abend	NN	N.Reg.Gen.Sg.Masc	-	root	40	-	no	1	-	-	-	-	-
201	203	mit	mit	mit	APPR	APPR.Dat	-	pp	44	-	no	1	-	-	-	-	-
205	210	seinen	seinen	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Masc	0|5|10|19|25|38|48|53	det	43	-	no	1	-	-	-	-	-
212	219	Gesellen	Gesellen	Geselle	NN	N.Reg.Dat.Pl.Masc	47|51|74	pn	41	-	no	1	-	-	-	-	-
221	223	saß	saß	sitzen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	44	-	no	1	-	-	-	-	-
225	225	,	,	--	$,	SYM.Pun.Comma	-	root	45	-	no	1	-	-	-	-	-
227	232	sagten	sagten	sagen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	par	44	-	no	1	-	frame.3	-	intexpr.3	-
234	236	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	43|51|74	subj	46	-	no	1	-	frame.3	speaker.3	-	-
238	240	ihm	ihm	ihm	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	0|5|10|19|25|38|42|53	objd	46	-	no	1	-	frame.3	-	-	-
242	242	,	,	--	$,	SYM.Pun.Comma	-	root	49	-	no	1	-	frame.3	-	-	-
244	246	und	und	und	KON	CONJ.Coord.-	-	kon	44	-	no	1	-	-	-	-	-
248	250	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	43|47|74	subj	52	-	no	1	-	-	-	-	-
252	256	sahen	sahen	ansehen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	cj	50	-	no	1	-	-	-	-	-
258	260	ihn	ihn	ihn	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	0|5|10|19|25|38|42|48	obja	52	-	no	1	-	-	-	-	-
262	266	dabei	dabei	dabei	PAV	PROADV.Dem	-	pp	52	-	no	1	-	-	-	-	-
268	269	an	an	an	PTKVZ	PART.Verb	-	avz	52	-	no	1	-	-	-	-	-
271	271	,	,	--	$,	SYM.Pun.Comma	-	root	56	-	no	1	-	-	-	-	-
273	275	daß	daß	daß	KOUS	CONJ.SubFin.-	-	konj	73	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
277	280	zwei	zwei	zwei	CARD	CARD	-	attr	60	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
282	286	junge	junge	jung	ADJA	ADJA.Pos.Nom.Pl.*	-	attr	60	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
288	296	Edelleute	Edelleute	Edelleute	NN	N.Reg.Nom.Pl.*	-	subj	73	-	no	1	indirect.speech.3|reported.speech.20	-	speaker.20	-	-
298	300	bei	bei	bei	APPR	APPR.Dat	-	pp	73	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
302	304	der	der	der	ART	ART.Def.Dat.Sg.Fem	-	det	63	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
306	313	Herzogin	Herzogin	Herzogin	NN	N.Reg.Dat.Sg.Fem	-	pn	61	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
315	316	um	um	um	APPR	APPR.Acc	-	pp	73	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
318	320	die	die	der	ART	ART.Def.Acc.Sg.Fem	-	det	66	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
322	325	Hand	Hand	Hand	NN	N.Reg.Acc.Sg.Fem	-	pn	64	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
327	329	des	des	der	ART	ART.Def.Gen.Sg.Masc	-	det	69	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
331	331	„	&quot;	&quot;	$(	ADJA.Pos.Gen.Sg.Masc	-	attr	69	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
333	344	Findelkindes	Findelkindes	Findelkind	NN	N.Reg.Gen.Sg.Masc	-	gmod	66	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
346	346	"	&quot;	&quot;	$(	N.Name.*.*.*	-	root	70	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
348	348	—	--	-	$(	N.Name.*.*.*	-	app	69	-	no	1	-	-	-	-	-
350	351	so	so	so	ADV	ADV	-	adv	73	-	no	1	reported.speech.4	-	-	-	-
353	359	nannten	nannten	nennen	VVFIN	VFIN.Full.3.Pl.Past.Ind	-	objc	52	-	no	1	reported.speech.4	-	-	intexpr.4	-
361	363	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	43|47|51	obja	73	-	no	1	reported.speech.4	-	speaker.4	-	-
365	372	Florence	Florence	Florence	NE	N.Name.Acc.Sg.Fem	87	pred	73	yes	no	1	reported.speech.4	-	-	-	-
374	374	—	--	-	$(	CARD	87	app	75	-	no	1	-	-	-	-	-
376	383	geworben	geworben	werben	VVPP	VPP.Full.Psp	-	aux	78	-	no	1	indirect.speech.3|reported.speech.20	-	-	intexpr.20	-
385	390	hätten	hätten	haben	VAFIN	VFIN.Haben.3.Pl.Past.Subj	-	root	78	-	no	1	indirect.speech.3|reported.speech.20	-	-	-	-
392	392	;	;	--	$.	SYM.Pun.Sent	-	root	79	-	no	1	indirect.speech.3	-	-	-	-
394	396	und	und	und	KON	CONJ.Coord.-	-	root	80	-	no	1	indirect.speech.3	-	-	-	-
398	401	zwar	zwar	zwar	ADV	ADV	-	adv	82	-	no	1	indirect.speech.3	-	-	-	-
403	405	sei	sei	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Subj	-	cj	80	-	no	1	indirect.speech.3	-	-	-	-
407	409	der	der	der	ART	ART.Def.Nom.Sg.Masc	-	part	84	-	no	1	indirect.speech.3	-	-	-	-
411	414	eine	eine	ein	PIS	PRO.Indef.Subst.-.Nom.Sg.Fem	-	subj	82	-	no	1	indirect.speech.3	-	-	-	-
416	416	,	,	--	$,	SYM.Pun.Comma	-	root	85	-	no	1	indirect.speech.3	-	-	-	-
418	420	den	den	der	PRELS	PRO.Rel.Subst.-.Acc.Sg.Masc	-	obja	89	-	no	1	indirect.speech.3	-	-	-	-
422	424	sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	75|76	subj	90	-	no	1	indirect.speech.3	-	-	-	-
426	429	wohl	wohl	wohl	ADV	ADV	-	adv	89	-	no	1	indirect.speech.3	-	-	-	-
431	436	nehmen	nehmen	nehmen	VVINF	VINF.Full.-	-	aux	90	-	no	1	indirect.speech.3	-	-	-	-
438	442	werde	werde	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Subj	-	rel	84	-	no	1	indirect.speech.3	-	-	-	-
444	444	,	,	--	$,	SYM.Pun.Comma	-	root	91	-	no	1	indirect.speech.3	-	-	-	-
446	448	ein	ein	ein	ART	ART.Indef.Nom.Sg.Masc	-	det	94	-	no	1	indirect.speech.3	-	-	-	-
450	461	prachtvoller	prachtvoller	prachtvoll	ADJA	ADJA.Pos.Nom.Sg.Masc	-	attr	94	-	no	1	indirect.speech.3	-	-	-	-
463	467	Junge	Junge	Junge	NN	N.Reg.Nom.Sg.Masc	-	app	84	-	no	1	indirect.speech.3	-	-	-	-
469	469	,	,	--	$,	SYM.Pun.Comma	-	root	95	-	no	1	indirect.speech.3	-	-	-	-
471	474	dazu	dazu	dazu	PAV	PROADV.Dem	-	pp	82	-	no	1	indirect.speech.3	-	-	-	-
476	478	vom	vom	von	APPRART	APPRART.Dat.Sg.Neut	-	pp	82	-	no	1	indirect.speech.3	-	-	-	-
480	485	besten	besten	gut	ADJA	ADJA.Sup.Dat.Sg.Neut	-	attr	99	-	no	1	indirect.speech.3	-	-	-	-
487	491	Blute	Blute	Blute	NN	N.Reg.Dat.Sg.Neut	-	pn	97	-	no	1	indirect.speech.3	-	-	-	-
493	493	,	,	--	$,	SYM.Pun.Comma	-	root	100	-	no	1	indirect.speech.3	-	-	-	-
495	498	aber	aber	aber	ADV	ADV	-	kon	97	-	no	1	indirect.speech.3	-	-	-	-
500	502	arm	arm	arm	ADJD	ADJD.Pos	-	cj	101	-	no	1	indirect.speech.3	-	-	-	-
504	506	wie	wie	wie	KOKOM	CONJ.Comp.-	-	kom	102	-	no	1	indirect.speech.3	-	-	-	-
508	511	eine	eine	ein	ART	ART.Indef.Nom.Sg.Fem	-	det	105	-	no	1	indirect.speech.3	-	-	-	-
513	523	Kirchenmaus	Kirchenmaus	Kirchenmaus	NN	N.Reg.Nom.Sg.Fem	-	cj	103	-	no	1	indirect.speech.3	-	-	-	-
525	525	.	.	--	$.	SYM.Pun.Sent	-	root	106	-	no	1	indirect.speech.3	-	-	-	-
527	527	„	&quot;	&quot;	$(	N.Reg.Nom.Sg.Fem	162	root	107	-	yes	2	direct.speech.6	-	-	-	-
529	531	Die	Die	der	ART	ART.Def.Nom.Pl.Masc	-	det	109	-	no	2	direct.speech.6	-	-	-	-
533	538	Narren	Narren	Narr	NN	N.Reg.Nom.Pl.Masc	-	root	109	-	no	2	direct.speech.6	-	-	-	-
540	540	!	!	--	$.	SYM.Pun.Sent	-	root	110	-	no	2	direct.speech.6	-	-	-	-
542	542	"	&quot;	&quot;	$(	CARD	-	root	111	-	no	2	direct.speech.6	-	-	-	-
544	548	sagte	sagte	sagen	VVFIN	VFIN.Full.3.Sg.Past.Ind	-	root	112	-	no	2	-	frame.6	-	intexpr.6	-
550	558	Pericliti	Pericliti	Pericliti	NE	N.Name.Nom.Sg.*	116|117	subj	112	yes	no	2	-	frame.6	speaker.6	-	-
560	560	,	,	--	$,	SYM.Pun.Comma	-	root	114	-	no	2	-	-	-	-	-
562	568	während	während	während	KOUS	CONJ.SubFin.-	-	konj	119	-	no	2	-	-	-	-	-
